name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Rhode Island,RI,858.0,6.0,0.0,0.0,612.0,8.0,0.0,0.0,2020-05-28,2020.0,5.0,Northeast,452,5972,805,93965,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,259.0,5.0,0.0,0.0,959.0,7.0,0.0,0.0,2020-06-29,2020.0,6.0,Northeast,232,1923,300,87944,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,27.0,256.0,0.0,0.0,4.0,8.0,0.0,2020-07-28,2020.0,7.0,Northeast,57,2111,210,113430,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,30.0,0.0,0.0,0.0,11.0,840.0,0.0,2020-08-25,2020.0,8.0,Northeast,41,2927,308,-365066,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2020-09-29,2020.0,9.0,Northeast,66,2799,263,0,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,25.0,0.0,0.0,0.0,16.0,0.0,0.0,2020-10-27,2020.0,10.0,Northeast,90,8660,576,0,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,41.0,0.0,0.0,0.0,227.0,0.0,0.0,2020-11-17,2020.0,11.0,Northeast,169,23315,1224,0,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,166.0,11.0,1.0,0.0,705.0,4.0,2.0,2020-12-31,2020.0,12.0,Northeast,436,32818,1924,0,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
Rhode Island,RI,0.0,64.0,83.0,0.0,0.0,120.0,201.0,0.0,2021-01-27,2021.0,1.0,Northeast,359,26166,1673,0,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
South Carolina,SC,0.0,45.0,0.0,1.0,0.0,15.0,0.0,0.0,2020-04-28,2020.0,4.0,South,222,5012,898,0,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,26.0,0.0,0.0,179.0,64.0,0.0,2.0,2020-05-28,2020.0,5.0,South,250,5766,634,206247,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,51.0,31.0,0.0,463.0,176.0,59.0,0.0,2020-06-30,2020.0,6.0,South,245,24538,1220,174223,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,141.0,80.0,0.0,1582.0,531.0,113.0,7.0,2020-07-29,2020.0,7.0,South,973,52617,2263,310466,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,139.0,146.0,0.0,2000.0,676.0,393.0,4.0,2020-08-25,2020.0,8.0,South,1008,29976,2694,256953,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,77.0,112.0,1.0,2316.0,686.0,876.0,18.0,2020-09-29,2020.0,9.0,South,658,28950,1349,356890,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,38.0,69.0,0.0,1293.0,186.0,467.0,0.0,2020-10-27,2020.0,10.0,South,557,28670,1340,488544,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,47.0,39.0,0.0,365.0,76.0,265.0,0.0,2020-11-24,2020.0,11.0,South,446,40875,1377,592312,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,136.0,65.0,0.0,227.0,79.0,117.0,3.0,2020-12-29,2020.0,12.0,South,915,90020,2513,763303,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Carolina,SC,0.0,216.0,182.0,0.0,482.0,452.0,316.0,3.0,2021-01-26,2021.0,1.0,South,1746,135879,3700,1031913,19385.0,23163.0,110.0,97.0,23327.0,23310.0,91.0,97.0,19033.0,17706.0,1327.0,18608.0,17327.0,1281.0,33.0,29.0,17053.0,16.0,29.0,6.0,20.0,6.0,0.0,1.28,34.0,-81.0
South Dakota,SD,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2020-04-29,2020.0,4.0,Midwest,16,2341,161,0,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,18.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0,2020-05-27,2020.0,5.0,Midwest,45,2544,259,0,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,9.0,2.0,2.0,0.0,33.0,1.0,2.0,0.0,2020-06-30,2020.0,6.0,Midwest,29,1771,234,0,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,4.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2020-07-28,2020.0,7.0,Midwest,39,2000,158,0,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,22.0,3.0,3.0,0.0,75.0,0.0,1.0,0.0,2020-08-25,2020.0,8.0,Midwest,37,4745,205,192432,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,57.0,21.0,14.0,0.0,396.0,187.0,111.0,0.0,2020-09-29,2020.0,9.0,Midwest,56,8880,520,77254,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,109.0,64.0,22.0,0.0,2180.0,1396.0,286.0,0.0,2020-10-27,2020.0,10.0,Midwest,202,23603,1134,163029,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,98.0,65.0,102.0,0.0,1792.0,516.0,1636.0,3.0,2020-11-24,2020.0,11.0,Midwest,521,34472,1819,177185,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,36.0,17.0,28.0,0.0,1837.0,225.0,283.0,2.0,2020-12-29,2020.0,12.0,Midwest,542,18700,1170,151303,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
South Dakota,SD,14.0,8.0,9.0,0.0,467.0,8.0,8.0,2.0,2021-01-26,2021.0,1.0,Midwest,290,9086,618,114940,2372.0,2605.0,109.0,132.0,2633.0,3653.0,98.0,94.0,3948.0,3377.0,571.0,3801.0,3239.0,562.0,6.0,3.0,831.0,3.0,3.0,0.0,3.0,0.0,1.0,2.18,44.5,-100.25
Tennessee,TN,4526.0,55.0,0.0,0.0,3834.0,759.0,0.0,0.0,2020-04-29,2020.0,4.0,South,176,8496,870,0,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,0.0,24.0,0.0,0.0,16982.0,1902.0,0.0,4.0,2020-05-27,2020.0,5.0,South,165,12271,705,0,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,379.0,20.0,46.0,0.0,2327.0,512.0,573.0,0.0,2020-06-30,2020.0,6.0,South,240,20503,915,792779,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,109.0,59.0,19.0,0.0,334.0,40.0,19.0,1.0,2020-07-28,2020.0,7.0,South,456,62450,1996,719445,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,217.0,116.0,51.0,1.0,1141.0,154.0,74.0,4.0,2020-08-25,2020.0,8.0,South,694,48974,2217,685092,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,672.0,233.0,247.0,1.0,5098.0,1962.0,1995.0,11.0,2020-09-30,2020.0,9.0,South,700,41206,1855,679406,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,1550.0,33.0,32.0,0.0,3499.0,357.0,334.0,7.0,2020-10-27,2020.0,10.0,South,899,64533,1573,780283,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,688.0,255.0,239.0,0.0,1475.0,255.0,127.0,0.0,2020-11-17,2020.0,11.0,South,1249,113821,1790,858650,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,613.0,353.0,235.0,1.0,681.0,270.0,354.0,5.0,2020-12-29,2020.0,12.0,South,2305,212309,2435,1056060,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Tennessee,TN,375.0,289.0,347.0,1.0,1399.0,258.0,289.0,7.0,2021-01-26,2021.0,1.0,South,2743,141059,2589,755669,18724.0,17930.0,98.0,109.0,19120.0,20168.0,96.0,97.0,26321.0,23642.0,2679.0,26349.0,23615.0,2734.0,19.0,17.0,14287.0,8.0,14.0,4.0,12.0,7.0,1.0,3.0,35.75,-86.25
Texas,TX,1390.0,379.0,0.0,5.0,1672.0,1049.0,0.0,12.0,2020-04-29,2020.0,4.0,South,741,24821,0,308789,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,15328.0,497.0,0.0,2.0,49839.0,3390.0,0.0,24.0,2020-05-27,2020.0,5.0,South,890,36200,0,769109,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,18284.0,577.0,458.0,1.0,66103.0,3800.0,5441.0,43.0,2020-06-29,2020.0,6.0,South,752,95699,0,1262247,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,15200.0,1758.0,932.0,6.0,43732.0,7001.0,3896.0,22.0,2020-07-28,2020.0,7.0,South,4145,260960,0,1960477,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,10918.0,1052.0,1299.0,6.0,27242.0,4358.0,6963.0,31.0,2020-08-25,2020.0,8.0,South,5967,192023,0,1099528,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,8467.0,539.0,691.0,0.0,18138.0,3147.0,2949.0,25.0,2020-09-29,2020.0,9.0,South,3175,135998,0,1120459,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,6607.0,634.0,903.0,1.0,10267.0,616.0,535.0,6.0,2020-10-27,2020.0,10.0,South,2313,151629,0,1880696,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,13946.0,1153.0,734.0,2.0,27225.0,3011.0,1358.0,4.0,2020-11-24,2020.0,11.0,South,3355,377836,0,2531349,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,25800.0,1872.0,1516.0,7.0,47418.0,2048.0,3069.0,10.0,2020-12-29,2020.0,12.0,South,6058,477740,0,2732105,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Texas,TX,25446.0,1860.0,1967.0,7.0,64968.0,4201.0,2916.0,4.0,2021-01-26,2021.0,1.0,South,9054,604460,0,3656141,169773.0,170232.0,96.0,96.0,170328.0,171362.0,95.0,95.0,163628.0,149193.0,14435.0,158429.0,144787.0,13642.0,132.0,119.0,123419.0,34.0,114.0,51.0,89.0,4.0,6.0,3.9,31.25,-99.25
Utah,UT,,0.0,0.0,0.0,16.0,10.0,0.0,0.0,2020-04-29,2020.0,4.0,West,41,3785,317,97309,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,2.0,0.0,0.0,87.0,0.0,0.0,0.0,2020-05-27,2020.0,5.0,West,67,5125,385,124570,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,0.0,0.0,0.0,362.0,18.0,2.0,0.0,2020-06-30,2020.0,6.0,West,59,12420,669,168879,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,0.0,0.0,0.0,252.0,13.0,3.0,0.0,2020-07-29,2020.0,7.0,West,132,17979,933,227660,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,0.0,0.0,0.0,424.0,5.0,30.0,0.0,2020-08-24,2020.0,8.0,West,103,11911,716,182679,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,38.0,24.0,0.0,711.0,74.0,4.0,0.0,2020-09-29,2020.0,9.0,West,52,20935,754,233091,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,34.0,33.0,0.0,767.0,227.0,62.0,0.0,2020-10-27,2020.0,10.0,West,145,41614,1616,332944,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,92.0,59.0,0.0,7295.0,1114.0,605.0,9.0,2020-11-30,2020.0,11.0,West,267,81050,2672,434984,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,118.0,103.0,0.0,7229.0,1406.0,918.0,3.0,2020-12-29,2020.0,12.0,West,398,80906,2821,421257,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Utah,UT,,78.0,88.0,0.0,3461.0,255.0,753.0,3.0,2021-01-26,2021.0,1.0,West,396,70012,2512,362055,4463.0,5382.0,109.0,101.0,5283.0,5513.0,92.0,99.0,6651.0,6076.0,575.0,6665.0,6083.0,582.0,7.0,5.0,595.0,2.0,5.0,1.0,2.0,2.0,1.0,3.64,39.25,-111.75
Vermont,VT,0.0,16.0,0.0,0.0,376.0,38.0,0.0,0.0,2020-04-29,2020.0,4.0,Northeast,36,573,-36,12404,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,644.0,2.0,0.0,0.0,282.0,7.0,0.0,0.0,2020-05-27,2020.0,5.0,Northeast,6,115,0,22430,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,511.0,0.0,1.0,0.0,1496.0,2.0,2.0,0.0,2020-06-30,2020.0,6.0,Northeast,1,229,0,37748,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,0.0,0.0,0.0,0.0,763.0,1.0,1.0,0.0,2020-07-28,2020.0,7.0,Northeast,1,206,0,41645,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,446.0,2.0,2.0,0.0,1740.0,192.0,160.0,0.0,2020-08-25,2020.0,8.0,Northeast,1,201,0,65606,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,267.0,0.0,1.0,0.0,1546.0,0.0,32.0,0.0,2020-09-29,2020.0,9.0,Northeast,0,139,0,98455,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,0.0,1.0,1.0,0.0,1213.0,0.0,0.0,0.0,2020-10-27,2020.0,10.0,Northeast,0,439,0,125426,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,0.0,2.0,1.0,0.0,1125.0,1.0,0.0,0.0,2020-11-24,2020.0,11.0,Northeast,11,2101,0,144793,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,0.0,7.0,6.0,0.0,2448.0,1.0,2.0,0.0,2020-12-29,2020.0,12.0,Northeast,67,3116,0,144751,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Vermont,VT,0.0,18.0,9.0,0.0,1731.0,2.0,2.0,0.0,2021-01-26,2021.0,1.0,Northeast,38,4553,0,199646,1234.0,1617.0,106.0,99.0,1345.0,1665.0,97.0,96.0,1659.0,1519.0,140.0,1608.0,1484.0,124.0,9.0,9.0,513.0,3.0,8.0,2.0,1.0,2.0,0.0,2.42,44.16,-72.7678
Virginia,VA,0.0,65.0,0.0,0.0,5603.0,479.0,0.0,3.0,2020-04-29,2020.0,4.0,South,525,14596,2123,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,50.0,0.0,0.0,6395.0,670.0,0.0,3.0,2020-05-27,2020.0,5.0,South,823,28761,2384,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,228.0,85.0,0.0,10929.0,363.0,776.0,5.0,2020-06-30,2020.0,6.0,South,388,18180,1560,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
Virginia,VA,0.0,135.0,74.0,0.0,5661.0,364.0,95.0,2.0,2020-07-29,2020.0,7.0,South,411,27101,1663,0,14792.0,14792.0,212.0,0.0,32759.0,32469.0,96.0,97.0,36660.0,33620.0,3040.0,36091.0,33090.0,3001.0,59.0,58.0,21089.0,20.0,53.0,29.0,28.0,13.0,0.0,1.97,37.77,-78.24
