name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Kentucky,KY,0.0,12.0,45.0,0.0,0.0,73.0,512.0,0.0,2020-06-29,2020.0,6.0,South,134,5920,349,156814,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,55.0,0.0,0.0,0.0,375.0,0.0,6.0,2020-07-28,2020.0,7.0,South,170,14527,693,215676,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,29.0,40.0,1.0,0.0,70.0,119.0,4.0,2020-08-25,2020.0,8.0,South,198,18245,1266,231060,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,5.0,26.0,0.0,0.0,23.0,213.0,1.0,2020-09-29,2020.0,9.0,South,241,20444,699,558851,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,40.0,32.0,1.0,0.0,264.0,284.0,0.0,2020-10-27,2020.0,10.0,South,311,38379,1931,519666,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,170.0,89.0,0.0,0.0,1322.0,328.0,2.0,2020-11-24,2020.0,11.0,South,423,71822,2844,687467,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,209.0,200.0,2.0,0.0,1652.0,1570.0,19.0,2020-12-28,2020.0,12.0,South,715,86221,3434,565486,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Kentucky,KY,0.0,325.0,306.0,1.0,0.0,2591.0,3043.0,8.0,2021-01-26,2021.0,1.0,South,1122,97628,3199,441616,11349.0,14255.0,109.0,105.0,13010.0,15451.0,95.0,97.0,23431.0,20380.0,3051.0,23082.0,20177.0,2905.0,25.0,25.0,9862.0,11.0,23.0,4.0,16.0,6.0,0.0,5.1,37.79,-84.87
Louisiana,LA,0.0,102.0,0.0,3.0,1608.0,273.0,0.0,3.0,2020-04-29,2020.0,4.0,South,1623,22764,0,0,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,0.0,45.0,0.0,0.0,0.0,238.0,0.0,11.0,2020-05-27,2020.0,5.0,South,929,11915,0,375109,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,0.0,44.0,82.0,0.0,0.0,116.0,521.0,2.0,2020-06-30,2020.0,6.0,South,430,18179,0,353402,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,296.0,102.0,52.0,2.0,511.0,206.0,42.0,1.0,2020-07-28,2020.0,7.0,South,728,58185,0,613732,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,480.0,92.0,87.0,0.0,2789.0,392.0,320.0,2.0,2020-08-25,2020.0,8.0,South,1001,32614,0,530546,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,127.0,105.0,144.0,0.0,1285.0,1136.0,1263.0,10.0,2020-09-29,2020.0,9.0,South,561,18564,0,444390,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,79.0,26.0,55.0,0.0,609.0,49.0,145.0,1.0,2020-10-27,2020.0,10.0,South,408,19191,0,442113,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,59.0,49.0,31.0,0.0,299.0,94.0,18.0,1.0,2020-11-24,2020.0,11.0,South,501,45765,0,632434,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,134.0,153.0,121.0,0.0,217.0,181.0,182.0,0.0,2020-12-29,2020.0,12.0,South,1068,82861,0,792658,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Louisiana,LA,153.0,123.0,127.0,1.0,377.0,134.0,160.0,2.0,2021-01-26,2021.0,1.0,South,1371,85351,0,772135,18792.0,19395.0,102.0,105.0,19704.0,19415.0,97.0,105.0,32397.0,30649.0,1748.0,31609.0,29920.0,1689.0,23.0,21.0,16469.0,8.0,14.0,13.0,12.0,8.0,2.0,3.82,30.69,-92.241
Maine,ME,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2020-04-29,2020.0,4.0,Northeast,48,792,113,0,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,0.0,0.0,0.0,471.0,4.0,0.0,0.0,2020-05-27,2020.0,5.0,Northeast,36,1230,113,50078,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,0.0,0.0,0.0,505.0,0.0,4.0,0.0,2020-06-23,2020.0,6.0,Northeast,16,928,65,44514,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,0.0,0.0,0.0,263.0,0.0,0.0,0.0,2020-07-28,2020.0,7.0,Northeast,18,659,40,72162,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,0.0,0.0,0.0,341.0,0.0,0.0,0.0,2020-08-25,2020.0,8.0,Northeast,9,614,32,95715,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,1.0,1.0,0.0,407.0,0.0,0.0,0.0,2020-09-29,2020.0,9.0,Northeast,9,865,29,172064,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,5.0,0.0,0.0,1030.0,0.0,0.0,0.0,2020-10-27,2020.0,10.0,Northeast,6,1277,37,188139,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,25.0,21.0,0.0,2726.0,146.0,146.0,0.0,2020-11-24,2020.0,11.0,Northeast,47,5089,213,253127,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,13.0,17.0,0.0,755.0,6.0,-5.0,1.0,2020-12-29,2020.0,12.0,Northeast,153,12444,366,232050,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maine,ME,,7.0,7.0,0.0,426.0,1.0,5.0,0.0,2021-01-26,2021.0,1.0,Northeast,243,15123,325,260708,1462.0,1801.0,111.0,109.0,1545.0,1837.0,105.0,107.0,2425.0,2188.0,237.0,2185.0,2000.0,185.0,7.0,7.0,1921.0,5.0,5.0,4.0,4.0,1.0,0.0,4.33,45.5,-69.24
Maryland,MD,0.0,160.0,0.0,0.0,0.0,52.0,0.0,2.0,2020-04-29,2020.0,4.0,South,1183,20082,4130,103067,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,0.0,77.0,0.0,0.0,0.0,93.0,0.0,4.0,2020-05-25,2020.0,5.0,South,1370,31036,4179,224811,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,4544.0,186.0,133.0,1.0,14588.0,436.0,117.0,2.0,2020-06-30,2020.0,6.0,South,594,14781,2106,303883,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,658.0,42.0,136.0,0.0,2974.0,60.0,460.0,0.0,2020-07-27,2020.0,7.0,South,303,20787,1749,562204,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,5993.0,150.0,67.0,0.0,877.0,67.0,80.0,0.0,2020-08-31,2020.0,8.0,South,262,19903,1710,729623,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,7676.0,68.0,151.0,1.0,4910.0,166.0,50.0,3.0,2020-09-28,2020.0,9.0,South,194,16476,1227,667067,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,5528.0,86.0,64.0,0.0,6079.0,127.0,195.0,0.0,2020-10-27,2020.0,10.0,South,198,20556,1563,816749,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,9157.0,346.0,171.0,0.0,7507.0,672.0,327.0,2.0,2020-11-30,2020.0,11.0,South,494,53089,3958,1007087,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,6338.0,509.0,472.0,0.0,7420.0,1417.0,1188.0,5.0,2020-12-28,2020.0,12.0,South,1254,78292,5585,1278281,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Maryland,MD,1363.0,311.0,396.0,2.0,5814.0,752.0,1076.0,2.0,2021-01-25,2021.0,1.0,South,1232,77811,5419,1305124,17517.0,16063.0,130.0,141.0,24466.0,24265.0,93.0,93.0,18856.0,18033.0,823.0,18595.0,17864.0,731.0,29.0,24.0,13825.0,11.0,23.0,0.0,12.0,4.0,2.0,4.07,39.44,-77.0834
Massachusetts,MA,,106.0,0.0,0.0,451.0,174.0,0.0,7.0,2020-04-26,2020.0,4.0,Northeast,3409,55684,5380,289737,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,73.0,38.0,0.0,6932.0,224.0,58.0,1.0,2020-05-31,2020.0,5.0,Northeast,3284,34760,3881,395703,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,8.0,9.0,0.0,584.0,9.0,40.0,0.0,2020-06-28,2020.0,6.0,Northeast,1208,11917,1514,354116,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,3.0,1.0,0.0,338.0,2.0,2.0,0.0,2020-07-29,2020.0,7.0,Northeast,555,8730,571,498946,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,8.0,1.0,0.0,756.0,1.0,1.0,0.0,2020-08-26,2020.0,8.0,Northeast,451,10921,456,801930,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,5.0,0.0,0.0,431.0,2.0,0.0,0.0,2020-09-23,2020.0,9.0,Northeast,396,3583,322,1646191,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,26.0,0.0,0.0,977.0,55.0,0.0,0.0,2020-10-28,2020.0,10.0,Northeast,535,26460,600,2052544,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,147.0,0.0,0.0,5212.0,543.0,0.0,0.0,2020-11-24,2020.0,11.0,Northeast,757,67556,853,2297423,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,326.0,0.0,0.0,6905.0,1066.0,0.0,4.0,2020-12-30,2020.0,12.0,Northeast,1675,149046,1959,2544115,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Massachusetts,MA,,161.0,0.0,0.0,1996.0,776.0,0.0,7.0,2021-01-27,2021.0,1.0,Northeast,2154,148847,1910,2688203,9611.0,8610.0,109.0,119.0,12096.0,10980.0,87.0,93.0,8692.0,8168.0,524.0,8205.0,7904.0,301.0,17.0,16.0,2987.0,10.0,16.0,1.0,8.0,2.0,0.0,1.93,42.36,-72.1839
Michigan,MI,0.0,243.0,0.0,2.0,2657.0,1388.0,0.0,41.0,2020-04-29,2020.0,4.0,Midwest,3883,28851,0,184523,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,0.0,91.0,0.0,0.0,35028.0,1929.0,0.0,21.0,2020-05-27,2020.0,5.0,Midwest,1384,16063,0,422941,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,14674.0,17.0,98.0,0.0,155.0,674.0,2375.0,6.0,2020-06-30,2020.0,6.0,Midwest,375,7160,0,417597,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,0.0,35.0,32.0,1.0,-1056.0,-138.0,919.0,0.0,2020-07-28,2020.0,7.0,Midwest,257,19846,0,806040,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,0.0,37.0,37.0,0.0,261.0,1216.0,200.0,1.0,2020-08-25,2020.0,8.0,Midwest,303,22451,0,928106,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,0.0,68.0,41.0,0.0,796.0,454.0,907.0,3.0,2020-09-29,2020.0,9.0,Midwest,330,24989,0,887000,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,19990.0,310.0,62.0,0.0,132559.0,1070.0,512.0,2.0,2020-10-27,2020.0,10.0,Midwest,616,59392,0,1269204,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,29490.0,916.0,391.0,0.0,117641.0,5495.0,578.0,3.0,2020-11-24,2020.0,11.0,Midwest,1865,191536,0,1796266,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,27259.0,1188.0,938.0,1.0,113642.0,9510.0,5049.0,39.0,2020-12-29,2020.0,12.0,Midwest,3454,139679,0,1454021,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Michigan,MI,26671.0,478.0,40.0,0.0,64497.0,2498.0,8406.0,16.0,2021-01-26,2021.0,1.0,Midwest,2507,81517,0,1262392,49341.0,49341.0,97.0,0.0,48190.0,50674.0,99.0,99.0,38761.0,36680.0,2081.0,38053.0,36024.0,2029.0,62.0,56.0,28519.0,15.0,51.0,7.0,22.0,11.0,2.0,3.0,43.1,-84.6165
Minnesota,MN,0.0,39.0,0.0,0.0,334.0,79.0,0.0,0.0,2020-04-29,2020.0,4.0,Midwest,331,7200,932,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,16.0,0.0,0.0,2157.0,45.0,0.0,0.0,2020-05-27,2020.0,5.0,Midwest,707,18206,2003,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,6.0,16.0,0.0,8859.0,217.0,0.0,2.0,2020-06-30,2020.0,6.0,Midwest,426,9981,1007,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,14.0,5.0,0.0,13269.0,120.0,87.0,0.0,2020-07-28,2020.0,7.0,Midwest,164,18160,1101,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,34.0,22.0,0.0,9906.0,61.0,1052.0,0.0,2020-08-25,2020.0,8.0,Midwest,226,21401,1325,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,46.0,150.0,0.0,7734.0,45.0,0.0,0.0,2020-09-29,2020.0,9.0,Midwest,223,23270,1221,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,156.0,0.0,0.0,10379.0,665.0,0.0,0.0,2020-10-27,2020.0,10.0,Midwest,368,49338,2569,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,367.0,218.0,0.0,17702.0,1694.0,785.0,2.0,2020-11-24,2020.0,11.0,Midwest,1136,170291,6521,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,255.0,285.0,0.0,12639.0,695.0,851.0,5.0,2020-12-29,2020.0,12.0,Midwest,1730,96539,5073,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Minnesota,MN,0.0,49.0,53.0,0.0,9015.0,243.0,546.0,2.0,2021-01-26,2021.0,1.0,Midwest,877,46505,2444,0,8175.0,9184.0,91.0,105.0,8175.0,9979.0,91.0,97.0,10101.0,9402.0,699.0,9982.0,9317.0,665.0,18.0,13.0,6608.0,8.0,12.0,1.0,6.0,3.0,4.0,3.6,46.25,-94.25
Mississippi,MS,0.0,1.0,0.0,0.0,18.0,4.0,0.0,1.0,2020-04-27,2020.0,4.0,South,241,5878,964,0,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,48.0,11.0,0.0,2.0,42.0,24.0,0.0,0.0,2020-05-27,2020.0,5.0,South,473,8686,1097,171837,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,101.0,27.0,0.0,0.0,144.0,43.0,0.0,0.0,2020-06-30,2020.0,6.0,South,339,11746,884,115709,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,91.0,38.0,0.0,0.0,173.0,43.0,0.0,9.0,2020-07-27,2020.0,7.0,South,590,31500,1120,166124,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
Mississippi,MS,140.0,49.0,0.0,0.0,625.0,410.0,0.0,0.0,2020-08-25,2020.0,8.0,South,810,24203,1050,116410,17690.0,18222.0,84.0,93.0,17238.0,18229.0,86.0,93.0,19275.0,17886.0,1389.0,19417.0,18034.0,1383.0,31.0,29.0,10723.0,3.0,13.0,3.0,19.0,0.0,0.0,3.68,33.5,-89.8071
