date,state,dataQualityGrade,deathIncrease (Deaths),positiveIncrease (increasing cases),hospitalizedIncrease (Hospitalized),totalTestsViralIncrease (Tested)
4/3/20,AR,A,0,61,5,1176
4/4/20,AR,A,2,39,1,671
4/5/20,AR,A,2,87,24,872
4/6/20,AR,A,0,45,7,1603
4/7/20,AR,A,0,71,11,793
4/8/20,AR,A,2,54,-18,892
4/9/20,AR,A,3,119,0,421
4/10/20,AR,A,2,52,0,2169
4/11/20,AR,A,1,55,0,1458
4/12/20,AR,A,3,54,0,1144
4/13/20,AR,A,3,130,0,1082
4/14/20,AR,A,0,70,0,327
4/15/20,AR,A,3,89,0,703
4/16/20,AR,A,4,51,0,841
4/17/20,AR,A,0,75,0,819
4/18/20,AR,A,1,44,161,647
4/19/20,AR,A,2,42,0,68
4/20/20,AR,A,2,142,0,2344
4/21/20,AR,A,1,304,0,888
4/22/20,AR,A,-1,49,0,2272
4/23/20,AR,A,3,189,0,1877
4/24/20,AR,A,0,276,0,3988
4/25/20,AR,B,2,88,0,2475
4/26/20,AR,B,2,112,0,1416
4/27/20,AR,B,1,76,0,988
4/28/20,AR,B,2,94,0,214
4/29/20,AR,B,7,81,98,4778
4/30/20,AR,B,2,63,13,2930
5/1/20,AR,B,3,66,12,1297
5/2/20,AR,B,9,51,0,1906
5/3/20,AR,B,3,59,13,1308
5/4/20,AR,B,5,27,11,1552
5/5/20,AR,B,2,38,15,193
5/6/20,AR,B,2,72,0,4368
5/7/20,AR,B,2,43,9,992
5/8/20,AR,B,1,83,4,3999
5/9/20,AR,B,0,53,5,1534
5/10/20,AR,B,0,0,0,0
5/11/20,AR,A,6,287,9,3502
5/12/20,AR,A,1,130,5,1414
5/13/20,AR,A,0,0,12,2771
5/14/20,AR,A,2,72,12,2603
5/15/20,AR,A,1,227,11,5711
5/16/20,AR,A,0,115,0,0
5/17/20,AR,A,0,181,0,3656
5/18/20,AR,A,2,54,10,0
5/19/20,AR,A,2,110,5,8516
5/20/20,AR,A,5,80,0,2557
5/21/20,AR,A,3,455,0,3018
5/22/20,AR,A,3,154,49,3771
5/23/20,AR,A,0,0,6,0
5/24/20,AR,A,3,310,8,5534
5/25/20,AR,A,1,107,7,3041
5/26/20,AR,A,2,151,12,0
5/27/20,AR,A,1,97,10,3877
5/28/20,AR,A,0,261,13,3142
5/29/20,AR,A,5,0,27,1127
5/30/20,AR,A,8,475,35,6729
5/31/20,AR,A,0,240,9,3018
6/1/20,AR,A,0,190,0,3721
6/2/20,AR,A,0,0,7,0
6/3/20,AR,A,9,624,13,9244
6/4/20,AR,A,0,0,26,4905
6/5/20,AR,A,10,584,35,3590
6/6/20,AR,A,2,450,46,5782
6/7/20,AR,A,0,325,6,3516
6/8/20,AR,A,1,314,0,0
6/9/20,AR,A,6,340,21,10247
6/10/20,AR,A,4,288,36,5697
6/11/20,AR,A,6,448,24,0
6/12/20,AR,A,5,731,36,6428
6/13/20,AR,A,0,0,18,4372
6/14/20,AR,A,3,954,19,9972
6/15/20,AR,B,3,416,5,7063
6/16/20,AR,A,0,274,23,1240
6/17/20,AR,A,15,415,26,15407
6/18/20,AR,B,11,322,22,7735
6/19/20,AR,B,6,703,26,6338
6/20/20,AR,B,10,511,0,7462
6/21/20,AR,A,0,0,52,0
6/22/20,AR,A,3,941,12,14105
6/23/20,AR,A,10,595,24,8153
6/24/20,AR,B,3,697,26,7374
6/25/20,AR,A,0,687,31,5514
6/26/20,AR,A,0,0,55,0
6/27/20,AR,A,9,678,37,6585
6/28/20,AR,A,10,570,36,7257
6/29/20,AR,A,6,947,7,11314
6/30/20,AR,A,5,520,33,8667
7/1/20,AR,A,7,420,35,3655
7/2/20,AR,A,2,878,29,9129
7/3/20,AR,A,2,547,40,7250
7/4/20,AR,A,5,587,19,7656
7/5/20,AR,A,0,0,0,0
7/6/20,AR,A,6,1044,39,5636
7/7/20,AR,A,0,259,29,5867
7/8/20,AR,A,9,0,51,2876
7/9/20,AR,A,8,1540,50,11389
7/10/20,AR,A,4,751,38,0
7/11/20,AR,A,0,0,37,4988
7/12/20,AR,A,8,1564,42,12753
7/13/20,AR,A,2,572,14,0
7/14/20,AR,A,8,794,36,7103
7/15/20,AR,A,4,564,76,5707
7/16/20,AR,A,6,817,46,4932
7/17/20,AR,A,12,648,76,6705
7/18/20,AR,A+,0,0,65,6156
7/19/20,AR,A+,4,771,42,6166
7/20/20,AR,A+,0,1394,25,13645
7/21/20,AR,A+,17,728,55,6819
7/22/20,AR,A+,6,591,60,0
7/23/20,AR,A+,6,1013,44,5832
7/24/20,AR,A+,8,990,0,15997
7/25/20,AR,A+,0,0,0,0
7/26/20,AR,A+,7,1374,181,15803
7/27/20,AR,A,7,824,82,7624
7/28/20,AR,A,20,734,62,5015
7/29/20,AR,A,6,787,61,5699
7/30/20,AR,A,8,791,0,7112
7/31/20,AR,A,11,752,105,0
8/1/20,AR,A,7,662,0,11864
8/2/20,AR,A,-2,0,42,0
8/3/20,AR,A,17,1424,72,12819
8/4/20,AR,A,15,784,88,6499
8/5/20,AR,A,18,912,64,0
8/6/20,AR,A,7,735,0,5202
8/7/20,AR,A,6,1011,50,12422
8/8/20,AR,A,0,0,55,0
8/9/20,AR,A,23,1344,61,12308
8/10/20,AR,A,11,645,52,5489
8/11/20,AR,A,11,383,65,3548
8/12/20,AR,A,0,703,71,0
8/13/20,AR,A,16,652,94,10612
8/14/20,AR,A,5,626,0,5180
8/15/20,AR,A,13,-400,-4,0
8/16/20,AR,A,-1,673,8,33390
8/17/20,AR,A,4,412,51,0
8/18/20,AR,A,16,410,74,10602
8/19/20,AR,A,12,729,48,8628
8/20/20,AR,A,10,549,47,7229
8/21/20,AR,A,22,887,66,10082
8/22/20,AR,A,11,547,52,0
8/23/20,AR,A,13,375,12,12235
8/24/20,AR,A,9,320,42,2878
8/25/20,AR,A,15,480,51,0
8/26/20,AR,A,21,649,48,9569
8/27/20,AR,A,7,722,43,6755
8/28/20,AR,A,17,838,38,8027
8/29/20,AR,A,16,795,0,8915
8/30/20,AR,A,12,478,40,5717
8/31/20,AR,A,13,368,31,14348
9/1/20,AR,A,17,273,93,3990
9/2/20,AR,A,27,615,35,6424
9/3/20,AR,A,20,1392,45,0
9/4/20,AR,A,12,1174,36,9868
9/5/20,AR,A,9,548,34,18094
9/6/20,AR,A,12,0,6,0
9/7/20,AR,A,14,1054,24,6499
9/8/20,AR,A,9,477,38,11084
9/9/20,AR,A,11,498,50,0
9/10/20,AR,A,12,548,32,13185
9/11/20,AR,A,13,1180,72,0
9/12/20,AR,A+,16,727,0,24175
9/13/20,AR,A+,12,509,41,545
9/14/20,AR,A+,11,408,17,6190
9/15/20,AR,A+,18,730,66,43795
9/16/20,AR,A+,147,862,38,-26195
9/17/20,AR,A+,9,992,56,10632
9/18/20,AR,A+,7,871,36,11114
9/19/20,AR,A+,0,1078,31,0
9/20/20,AR,A+,8,563,4,17549
9/21/20,AR,A+,16,641,19,7540
9/22/20,AR,A+,12,617,69,6473
9/23/20,AR,A+,20,982,43,8950
9/24/20,AR,A+,17,1086,62,10466
9/25/20,AR,A+,20,897,42,8881
9/26/20,AR,A+,19,809,0,7601
9/27/20,AR,A+,23,487,33,6732
9/28/20,AR,A+,21,807,13,57071
9/29/20,AR,A+,21,706,106,10207
9/30/20,AR,A+,19,942,0,21812
10/1/20,AR,A+,15,1124,91,12899
10/2/20,AR,A+,7,958,43,11644
10/3/20,AR,A+,16,746,39,10478
10/4/20,AR,A+,18,488,23,7605
10/5/20,AR,A+,22,417,36,6801
10/6/20,AR,A+,0,641,72,8527
10/7/20,AR,A+,35,809,82,9885
10/8/20,AR,A+,21,1265,65,13970
10/9/20,AR,A+,0,0,0,0
10/10/20,AR,A+,49,2075,95,26190
10/11/20,AR,A+,17,613,10,8938
10/12/20,AR,A+,17,654,50,8412
10/13/20,AR,A+,25,680,109,7599
10/14/20,AR,A+,23,1079,79,10677
10/15/20,AR,A+,11,1278,51,12660
10/16/20,AR,A+,20,1015,44,11896
10/17/20,AR,A+,19,883,35,9744
10/18/20,AR,A+,20,644,37,8302
10/19/20,AR,A+,10,531,46,7970
10/20/20,AR,A+,14,844,67,7738
10/21/20,AR,A+,23,1155,98,11100
10/22/20,AR,A+,21,1202,0,12782
10/23/20,AR,A+,10,1337,152,11967
10/24/20,AR,A+,15,1183,29,12517
10/25/20,AR,A+,15,797,11,7982
10/26/20,AR,A+,21,612,50,6845
10/27/20,AR,A+,24,952,73,8391
10/28/20,AR,A+,18,961,79,9706
10/29/20,AR,A+,19,1072,47,12348
10/30/20,AR,A+,6,1162,36,11281
10/31/20,AR,A+,25,1316,35,10401
11/1/20,AR,A+,0,0,17,0
11/2/20,AR,A+,60,1451,55,16457
11/3/20,AR,A+,18,878,84,5456
11/4/20,AR,A+,23,1293,79,11237
11/5/20,AR,A+,11,1548,53,12783
11/6/20,AR,A+,19,1870,75,14097
11/7/20,AR,A+,12,1598,14,11491
11/8/20,AR,A+,17,1038,19,9378
11/9/20,AR,A+,23,945,62,8545
11/10/20,AR,A+,4,1424,83,8328
11/11/20,AR,A+,14,1962,56,12250
11/12/20,AR,A+,18,1809,80,13153
11/13/20,AR,A+,4,2312,102,13717
11/14/20,AR,A+,0,0,30,0
11/15/20,AR,A+,35,2722,29,21690
11/16/20,AR,A+,42,1308,73,11312
11/17/20,AR,A+,20,1554,101,8413
11/18/20,AR,A+,30,1715,89,12504
11/19/20,AR,A+,22,2238,129,14667
11/20/20,AR,A+,24,2061,85,13423
11/21/20,AR,A+,16,1905,62,15068
11/22/20,AR,A+,20,1352,57,14006
11/23/20,AR,A+,30,1017,51,10226
11/24/20,AR,A+,18,2122,97,12730
11/25/20,AR,A+,20,1965,91,14603
11/26/20,AR,A+,11,2348,0,14638
11/27/20,AR,A+,0,1052,68,8850
11/28/20,AR,A+,13,1349,40,9591
11/29/20,AR,A+,21,1221,24,10243
11/30/20,AR,A+,32,1112,94,7629
12/1/20,AR,A+,10,1950,84,7996
12/2/20,AR,A+,10,2212,89,11813
12/3/20,AR,A+,33,2789,96,16135
12/4/20,AR,A+,31,2827,123,15285
12/5/20,AR,A+,34,2245,51,13760
12/6/20,AR,A+,40,1542,21,14704
12/7/20,AR,A+,53,1118,44,9923
12/8/20,AR,A+,39,2283,132,10425
12/9/20,AR,A+,34,2327,98,16536
12/10/20,AR,A+,34,2202,34,12964
12/11/20,AR,A+,55,2770,139,15181
12/12/20,AR,A+,36,2628,63,14852
12/13/20,AR,A+,34,1450,16,12673
12/14/20,AR,A+,45,1805,64,10495
12/15/20,AR,A+,26,1691,105,8272
12/16/20,AR,A+,58,2306,134,11617
12/17/20,AR,A+,38,3039,127,13686
12/18/20,AR,A+,27,2878,73,13674
12/19/20,AR,A+,52,2693,57,13823
12/20/20,AR,A+,46,1536,15,12969
12/21/20,AR,A+,58,1457,68,9289
12/22/20,AR,A+,43,1941,81,8449
12/23/20,AR,A+,38,2893,175,12877
12/24/20,AR,A+,30,3204,53,18218
12/25/20,AR,A+,32,2122,48,9835
12/26/20,AR,A+,3,702,29,7884
12/27/20,AR,A+,41,908,53,4816
12/28/20,AR,A+,55,1651,53,5538
12/29/20,AR,A+,66,2718,106,7350
12/30/20,AR,A+,34,3184,103,14564
12/31/20,AR,A+,39,2708,87,12428
1/1/21,AR,A+,35,4304,92,16596
1/2/21,AR,A+,18,2000,37,11704
1/3/21,AR,A+,20,2033,27,10409
1/4/21,AR,A+,51,1306,0,5424
1/5/21,AR,A+,36,4107,229,8702
1/6/21,AR,A+,65,3705,124,13369
1/7/21,AR,A+,25,3323,33,11538
1/8/21,AR,A+,40,2944,68,13509
1/9/21,AR,A+,44,2886,119,15277
1/10/21,AR,A+,33,3330,28,34579
1/11/21,AR,A+,38,1268,0,9896
1/12/21,AR,A+,40,3209,198,6245
1/13/21,AR,A+,65,2467,101,10688
1/14/21,AR,A+,42,2491,89,14420
1/15/21,AR,A+,35,3124,95,14768
1/16/21,AR,A+,30,2543,88,12593
1/17/21,AR,A+,18,976,15,11493
1/18/21,AR,A+,32,1109,55,9513
1/19/21,AR,A+,43,1331,95,6383
1/20/21,AR,A+,55,2520,131,13900
1/21/21,AR,A+,55,3106,73,13041
1/22/21,AR,A+,53,2162,75,11893
1/23/21,AR,A+,14,1613,120,11093
1/24/21,AR,A+,43,1071,17,8867
1/25/21,AR,A+,44,636,45,9146
1/26/21,AR,A+,40,2485,89,12146
1/27/21,AR,A+,52,1777,46,11258
1/28/21,AR,A+,42,1892,58,14233
1/29/21,AR,A+,47,1707,47,13529
1/30/21,AR,A+,7,1824,47,12494
1/31/21,AR,A+,30,881,11,11344
2/1/21,AR,A+,27,1226,41,6963
2/2/21,AR,A+,44,1510,79,7729
2/3/21,AR,A+,46,2426,83,34213
2/4/21,AR,A+,24,2469,89,16070
2/5/21,AR,A+,41,1824,0,11719
2/6/21,AR,A+,11,1341,147,12253
2/7/21,AR,A+,15,672,17,8840
3/16/20,US,unknown,0,0,0,0
3/17/20,US,unknown,0,0,0,0
3/18/20,US,unknown,0,0,0,0
3/19/20,US,unknown,0,0,0,0
3/20/20,US,unknown,0,0,0,0
3/21/20,US,unknown,0,0,0,0
3/22/20,US,unknown,0,0,0,0
3/23/20,US,unknown,0,0,0,0
3/24/20,US,unknown,0,0,0,0
3/25/20,US,unknown,0,0,0,0
3/26/20,US,unknown,0,0,0,0
3/27/20,US,unknown,0,0,0,0
3/28/20,US,unknown,0,0,0,0
3/29/20,US,unknown,0,0,0,0
3/30/20,US,unknown,0,0,0,0
3/31/20,US,unknown,0,0,0,3
4/1/20,US,unknown,0,0,0,0
4/2/20,US,unknown,0,0,0,0
4/3/20,US,unknown,0,0,0,0
4/4/20,US,unknown,0,0,0,0
4/5/20,US,unknown,0,0,0,0
4/6/20,US,unknown,0,0,0,0
4/7/20,US,unknown,0,0,0,0
4/8/20,US,unknown,0,0,0,0
4/9/20,US,unknown,0,0,0,0
4/10/20,US,unknown,0,0,0,0
4/11/20,US,unknown,0,0,0,0
4/12/20,US,unknown,0,0,0,0
4/13/20,US,unknown,0,0,0,0
4/14/20,US,unknown,0,0,0,0
4/15/20,US,unknown,0,0,0,0
4/16/20,US,unknown,0,0,0,0
4/17/20,US,unknown,0,0,0,0
4/18/20,US,unknown,0,0,0,0
4/19/20,US,unknown,0,0,0,0
4/20/20,US,unknown,0,0,0,0
4/21/20,US,unknown,0,0,0,0
4/22/20,US,unknown,0,0,0,0
4/23/20,US,unknown,0,0,0,0
4/24/20,US,unknown,0,0,0,0
4/25/20,US,F,0,0,0,0
4/26/20,US,F,0,0,0,0
4/27/20,US,F,0,0,0,0
4/28/20,US,F,0,0,0,0
4/29/20,US,F,0,0,0,0
4/30/20,US,F,0,0,0,0
5/1/20,US,F,0,0,0,54
5/2/20,US,F,0,0,0,0
5/3/20,US,F,0,0,0,0
5/4/20,US,F,0,0,0,26
5/5/20,US,F,0,0,0,0
5/6/20,US,F,0,0,0,0
5/7/20,US,F,0,0,0,0
5/8/20,US,F,0,0,0,0
5/9/20,US,D,0,0,0,0
5/10/20,US,D,0,0,0,0
5/11/20,US,D,0,0,0,22
5/12/20,US,C,0,0,0,0
5/13/20,US,C,0,0,0,0
5/14/20,US,C,0,0,0,0
5/15/20,US,C,0,0,0,0
5/16/20,US,C,0,0,0,0
5/17/20,US,C,0,0,0,0
5/18/20,US,C,0,0,0,0
5/19/20,US,C,0,0,0,19
5/20/20,US,D,0,0,0,0
5/21/20,US,D,0,0,0,0
5/22/20,US,C,0,0,0,0
5/23/20,US,C,0,0,0,0
5/24/20,US,C,0,0,0,0
5/25/20,US,C,0,0,0,0
5/26/20,US,C,0,0,0,0
5/27/20,US,C,0,0,0,50
5/28/20,US,C,0,0,0,0
5/29/20,US,C,0,0,0,0
5/30/20,US,C,0,0,0,0
5/31/20,US,C,0,0,0,0
6/1/20,US,C,0,0,0,0
6/2/20,US,C,0,0,0,0
6/3/20,US,C,0,0,0,0
6/4/20,US,C,0,0,0,0
6/5/20,US,C,0,0,0,0
6/6/20,US,C,0,0,0,0
6/7/20,US,C,0,0,0,0
6/8/20,US,C,0,0,0,0
6/9/20,US,C,0,0,0,0
6/10/20,US,C,0,0,0,0
6/11/20,US,C,0,0,0,0
6/12/20,US,C,0,0,0,0
6/13/20,US,C,0,0,0,0
6/14/20,US,C,0,0,0,0
6/15/20,US,C,0,0,0,0
6/16/20,US,C,0,0,0,0
6/17/20,US,C,0,0,0,0
6/18/20,US,C,0,0,0,0
6/19/20,US,C,0,0,0,0
6/20/20,US,C,0,0,0,0
6/21/20,US,C,0,0,0,0
6/22/20,US,C,0,0,0,0
6/23/20,US,C,0,0,0,0
6/24/20,US,C,0,0,0,0
6/25/20,US,C,0,0,0,522
6/26/20,US,C,0,0,0,0
6/27/20,US,C,0,0,0,0
6/28/20,US,C,0,0,0,0
6/29/20,US,C,0,0,0,0
6/30/20,US,C,0,0,0,0
7/1/20,US,C,0,0,0,0
7/2/20,US,C,0,0,0,0
7/3/20,US,C,0,0,0,0
7/4/20,US,C,0,0,0,0
7/5/20,US,C,0,0,0,0
7/6/20,US,C,0,0,0,0
7/7/20,US,C,0,0,0,0
7/8/20,US,C,0,0,0,120
7/9/20,US,C,0,0,0,0
7/10/20,US,C,0,0,0,0
7/11/20,US,C,0,0,0,0
7/12/20,US,C,0,0,0,0
7/13/20,US,C,0,0,0,0
7/14/20,US,C,0,0,0,0
7/15/20,US,C,0,0,0,0
7/16/20,US,C,0,0,0,221
7/17/20,US,C,0,0,0,0
7/18/20,US,C,0,0,0,0
7/19/20,US,C,0,0,0,0
7/20/20,US,C,0,0,0,0
7/21/20,US,C,0,0,0,0
7/22/20,US,C,0,0,0,0
7/23/20,US,C,0,0,0,0
7/24/20,US,C,0,0,0,0
7/25/20,US,C,0,0,0,0
7/26/20,US,C,0,0,0,0
7/27/20,US,C,0,0,0,0
7/28/20,US,C,0,0,0,0
7/29/20,US,C,0,0,0,0
7/30/20,US,C,0,0,0,0
7/31/20,US,C,0,0,0,0
8/1/20,US,C,0,0,0,230
8/2/20,US,C,0,0,0,0
8/3/20,US,C,0,0,0,0
8/4/20,US,C,0,0,0,0
8/5/20,US,C,0,0,0,129
8/6/20,US,C,0,0,0,0
8/7/20,US,C,0,0,0,0
8/8/20,US,C,0,0,0,0
8/9/20,US,C,0,0,0,0
8/10/20,US,C,0,0,0,0
8/11/20,US,C,0,0,0,0
8/12/20,US,C,0,0,0,0
8/13/20,US,C,0,0,0,0
8/14/20,US,C,0,0,0,0
8/15/20,US,C,0,0,0,118
8/16/20,US,C,0,0,0,0
8/17/20,US,C,0,0,0,0
8/18/20,US,C,0,0,0,0
8/19/20,US,C,0,0,0,0
8/20/20,US,C,0,0,0,0
8/21/20,US,C,0,0,0,0
8/22/20,US,C,0,0,0,0
8/23/20,US,C,0,0,0,0
8/24/20,US,C,0,0,0,0
8/25/20,US,C,0,0,0,0
8/26/20,US,C,0,0,0,0
8/27/20,US,C,0,0,0,0
8/28/20,US,C,0,0,0,0
8/29/20,US,C,0,0,0,0
8/30/20,US,C,0,0,0,0
8/31/20,US,C,0,0,0,0
9/1/20,US,C,0,0,0,0
9/2/20,US,C,0,0,0,0
9/3/20,US,C,0,0,0,0
9/4/20,US,C,0,0,0,0
9/5/20,US,C,0,0,0,0
9/6/20,US,C,0,0,0,0
9/7/20,US,C,0,0,0,0
9/8/20,US,C,0,0,0,57
9/9/20,US,C,0,0,0,0
9/10/20,US,C,0,0,0,0
9/11/20,US,C,0,0,0,0
9/12/20,US,C,0,0,0,0
9/13/20,US,C,0,0,0,0
9/14/20,US,C,0,0,0,0
9/15/20,US,C,0,0,0,0
9/16/20,US,D,0,0,0,0
9/17/20,US,D,0,0,0,0
9/18/20,US,D,0,0,0,0
9/19/20,US,D,0,0,0,0
9/20/20,US,D,0,0,0,0
9/21/20,US,D,0,0,0,0
9/22/20,US,D,0,0,0,0
9/23/20,US,D,0,0,0,0
9/24/20,US,D,0,0,0,0
9/25/20,US,D,0,0,0,0
9/26/20,US,D,0,0,0,0
9/27/20,US,D,0,0,0,0
9/28/20,US,D,0,0,0,0
9/29/20,US,D,0,0,0,0
9/30/20,US,D,0,0,0,0
10/1/20,US,D,0,0,0,0
10/2/20,US,D,0,0,0,45
10/3/20,US,D,0,0,0,0
10/4/20,US,D,0,0,0,0
10/5/20,US,D,0,0,0,0
10/6/20,US,D,0,0,0,0
10/7/20,US,D,0,0,0,0
10/8/20,US,D,0,0,0,0
10/9/20,US,D,0,0,0,0
10/10/20,US,D,0,0,0,0
10/11/20,US,D,0,0,0,0
10/12/20,US,D,0,0,0,0
10/13/20,US,D,0,0,0,0
10/14/20,US,D,0,0,0,0
10/15/20,US,D,0,0,0,0
10/16/20,US,D,0,0,0,0
10/17/20,US,D,0,0,0,0
10/18/20,US,D,0,0,0,0
10/19/20,US,D,0,0,0,0
10/20/20,US,D,0,0,0,0
10/21/20,US,D,0,0,0,0
10/22/20,US,D,0,0,0,0
10/23/20,US,D,0,0,0,0
10/24/20,US,D,0,0,0,0
10/25/20,US,D,0,0,0,0
10/26/20,US,D,0,0,0,0
10/27/20,US,D,0,0,0,0
10/28/20,US,D,0,0,0,0
10/29/20,US,D,0,0,0,0
10/30/20,US,D,0,0,0,0
10/31/20,US,D,0,0,0,0
11/1/20,US,D,0,0,0,0
11/2/20,US,D,0,0,0,152
11/3/20,US,D,0,0,0,0
11/4/20,US,D,0,0,0,0
11/5/20,US,D,0,0,0,0
11/6/20,US,D,0,0,0,0
11/7/20,US,D,0,0,0,0
11/8/20,US,D,0,0,0,0
11/9/20,US,D,0,0,0,0
11/10/20,US,D,0,0,0,0
11/11/20,US,D,0,0,0,0
11/12/20,US,D,0,0,0,0
11/13/20,US,D,0,0,0,0
11/14/20,US,D,0,0,0,0
11/15/20,US,D,0,0,0,0
11/16/20,US,D,0,0,0,0
11/17/20,US,D,0,0,0,220
11/18/20,US,D,0,0,0,0
11/19/20,US,D,0,0,0,0
11/20/20,US,D,0,0,0,0
11/21/20,US,D,0,0,0,0
11/22/20,US,D,0,0,0,0
11/23/20,US,D,0,0,0,0
11/24/20,US,D,0,0,0,0
11/25/20,US,D,0,0,0,0
11/26/20,US,D,0,0,0,0
11/27/20,US,D,0,0,0,0
11/28/20,US,D,0,0,0,0
11/29/20,US,D,0,0,0,0
11/30/20,US,D,0,0,0,0
12/1/20,US,D,0,0,0,0
12/2/20,US,D,0,0,0,0
12/3/20,US,D,0,0,0,0
12/4/20,US,D,0,0,0,152
12/5/20,US,D,0,0,0,0
12/6/20,US,D,0,0,0,0
12/7/20,US,D,0,0,0,0
12/8/20,US,D,0,0,0,0
12/9/20,US,D,0,0,0,0
12/10/20,US,D,0,0,0,0
12/11/20,US,D,0,0,0,0
12/12/20,US,D,0,0,0,0
12/13/20,US,D,0,0,0,0
12/14/20,US,D,0,0,0,0
12/15/20,US,D,0,0,0,0
12/16/20,US,D,0,0,0,0
12/17/20,US,D,0,0,0,0
12/18/20,US,D,0,0,0,0
12/19/20,US,D,0,0,0,0
12/20/20,US,D,0,0,0,0
12/21/20,US,D,0,0,0,0
12/22/20,US,D,0,0,0,0
12/23/20,US,D,0,0,0,0
12/24/20,US,D,0,0,0,0
12/25/20,US,D,0,0,0,0
12/26/20,US,D,0,0,0,0
12/27/20,US,D,0,0,0,0
12/28/20,US,D,0,0,0,0
12/29/20,US,D,0,0,0,0
12/30/20,US,D,0,0,0,0
12/31/20,US,D,0,0,0,0
1/1/21,US,D,0,0,0,0
1/2/21,US,D,0,0,0,0
1/3/21,US,D,0,0,0,0
1/4/21,US,D,0,0,0,0
1/5/21,US,D,0,0,0,0
1/6/21,US,D,0,0,0,0
1/7/21,US,D,0,0,0,0
1/8/21,US,D,0,0,0,0
1/9/21,US,D,0,0,0,0
1/10/21,US,D,0,0,0,0
1/11/21,US,D,0,0,0,0
1/12/21,US,D,0,0,0,0
1/13/21,US,unknown,0,0,0,0
1/14/21,US,unknown,0,0,0,0
1/15/21,US,unknown,0,0,0,0
1/16/21,US,unknown,0,0,0,0
1/17/21,US,unknown,0,0,0,0
1/18/21,US,unknown,0,0,0,0
1/19/21,US,unknown,0,0,0,0
1/20/21,US,unknown,0,0,0,0
1/21/21,US,unknown,0,0,0,0
1/22/21,US,unknown,0,0,0,0
1/23/21,US,unknown,0,0,0,0
1/24/21,US,unknown,0,0,0,0
1/25/21,US,unknown,0,0,0,0
1/26/21,US,unknown,0,0,0,0
1/27/21,US,unknown,0,0,0,0
1/28/21,US,unknown,0,0,0,0
1/29/21,US,unknown,0,0,0,0
1/30/21,US,unknown,0,0,0,0
1/31/21,US,unknown,0,0,0,0
2/1/21,US,unknown,0,0,0,0
2/2/21,US,unknown,0,0,0,0
2/3/21,US,unknown,0,0,0,0
2/4/21,US,unknown,0,0,0,0
2/5/21,US,unknown,0,0,0,0
2/6/21,US,unknown,0,0,0,0
2/7/21,US,unknown,0,0,0,0
3/4/20,AZ,unknown,0,0,0,33
3/5/20,AZ,unknown,0,0,1,30
3/6/20,AZ,unknown,0,1,1,17
3/7/20,AZ,unknown,0,2,0,37
3/8/20,AZ,unknown,0,0,0,13
3/9/20,AZ,unknown,0,0,2,17
3/10/20,AZ,unknown,0,1,0,75
3/11/20,AZ,unknown,0,3,3,63
3/12/20,AZ,unknown,0,0,5,137
3/13/20,AZ,unknown,0,0,6,391
3/14/20,AZ,unknown,0,3,4,478
3/15/20,AZ,unknown,0,0,10,261
3/16/20,AZ,unknown,0,6,6,303
3/17/20,AZ,unknown,0,2,13,1043
3/18/20,AZ,unknown,0,8,12,1396
3/19/20,AZ,unknown,0,16,18,1449
3/20/20,AZ,unknown,0,21,23,1652
3/21/20,AZ,unknown,1,39,20,1919
3/22/20,AZ,unknown,1,48,17,806
3/23/20,AZ,B,0,113,44,724
3/24/20,AZ,B,3,92,30,2548
3/25/20,AZ,B,1,93,45,2586
3/26/20,AZ,B,2,127,39,2729
3/27/20,AZ,B,5,159,40,2426
3/28/20,AZ,B,2,137,43,2407
3/29/20,AZ,B,2,46,41,1237
3/30/20,AZ,B,3,238,51,781
3/31/20,AZ,B,4,132,56,2441
4/1/20,AZ,B,5,124,48,2274
4/2/20,AZ,B,3,185,34,2383
4/3/20,AZ,B,9,171,51,2412
4/4/20,AZ,B,11,250,44,2241
4/5/20,AZ,B,12,250,49,1138
4/6/20,AZ,B,1,187,59,948
4/7/20,AZ,B,8,119,34,3664
4/8/20,AZ,B,7,151,53,2420
4/9/20,AZ,B,9,292,44,1889
4/10/20,AZ,B,8,94,45,2106
4/11/20,AZ,B,11,281,42,1961
4/12/20,AZ,B,7,146,37,854
4/13/20,AZ,B,7,163,48,898
4/14/20,AZ,B,9,104,49,2304
4/15/20,AZ,B,11,156,42,2171
4/16/20,AZ,B,8,272,45,2216
4/17/20,AZ,B,19,273,31,2335
4/18/20,AZ,B,8,212,52,2458
4/19/20,AZ,B,7,210,46,981
4/20/20,AZ,B,3,135,67,967
4/21/20,AZ,B,21,187,30,2745
4/22/20,AZ,B,21,208,44,2450
4/23/20,AZ,B,20,310,44,2510
4/24/20,AZ,B,17,276,54,2582
4/25/20,AZ,A+,0,235,46,2991
4/26/20,AZ,A+,9,246,44,1163
4/27/20,AZ,A+,0,190,56,892
4/28/20,AZ,A+,18,232,52,3535
4/29/20,AZ,A+,11,254,60,4060
4/30/20,AZ,A+,16,446,53,3842
5/1/20,AZ,A+,10,314,49,4105
5/2/20,AZ,A+,18,402,47,5124
5/3/20,AZ,A+,14,276,56,6549
5/4/20,AZ,A+,0,279,46,1632
5/5/20,AZ,A+,33,386,57,5685
5/6/20,AZ,A+,31,402,52,5785
5/7/20,AZ,A+,24,238,48,5702
5/8/20,AZ,A+,67,581,58,7106
