date,state,dataQualityGrade,deathIncrease (Deaths),positiveIncrease (increasing cases),hospitalizedIncrease (Hospitalized),totalTestsViralIncrease (Tested)
8/17/20,ND,C,1,59,2,2700
8/18/20,ND,C,2,133,8,1874
8/19/20,ND,C,2,188,9,4865
8/20/20,ND,B,0,274,0,7729
8/21/20,ND,B,2,231,13,6855
8/22/20,ND,B,0,256,8,6870
8/23/20,ND,B,4,138,2,4494
8/24/20,ND,B,0,126,4,2586
8/25/20,ND,B,2,233,14,3178
8/26/20,ND,A,0,233,6,4443
8/27/20,ND,A,1,332,9,6965
8/28/20,ND,A,0,307,16,7878
8/29/20,ND,A,2,372,1,7901
8/30/20,ND,A,0,221,3,3660
8/31/20,ND,A,2,114,0,1920
9/1/20,ND,A,2,192,10,2496
9/2/20,ND,A,3,265,11,5788
9/3/20,ND,A,2,359,8,6544
9/4/20,ND,A,0,340,7,6717
9/5/20,ND,A,5,355,6,7334
9/6/20,ND,A,1,298,2,4653
9/7/20,ND,A,0,169,4,2339
9/8/20,ND,A,0,74,2,1431
9/9/20,ND,A,0,236,7,3175
9/10/20,ND,A,3,335,13,6360
9/11/20,ND,A,0,241,6,5693
9/12/20,ND,A,7,466,4,9557
9/13/20,ND,A,1,429,9,8510
9/14/20,ND,A,2,252,3,4277
9/15/20,ND,A,2,232,11,1818
9/16/20,ND,B,0,265,17,5218
9/17/20,ND,B,10,392,17,6760
9/18/20,ND,B,2,505,14,9990
9/19/20,ND,B,8,378,11,6759
9/20/20,ND,B,0,352,7,5957
9/21/20,ND,B,1,284,7,3341
9/22/20,ND,B,3,264,22,2781
9/23/20,ND,B,7,472,11,7430
9/24/20,ND,B,10,467,14,7026
9/25/20,ND,B,6,431,12,5814
9/26/20,ND,B,8,497,20,7621
9/27/20,ND,B,4,341,6,5666
9/28/20,ND,B,3,259,13,3981
9/29/20,ND,B,5,419,20,4752
9/30/20,ND,B,7,444,11,5333
10/1/20,ND,B,10,367,25,6079
10/2/20,ND,B,8,471,18,7432
10/3/20,ND,B,7,443,10,6089
10/4/20,ND,B,3,411,13,6310
10/5/20,ND,B,3,311,14,4647
10/6/20,ND,B,4,502,29,6072
10/7/20,ND,B,24,490,27,6561
10/8/20,ND,B,6,523,21,6900
10/9/20,ND,B,11,644,21,9157
10/10/20,ND,B,15,598,25,8653
10/11/20,ND,B,3,637,14,7862
10/12/20,ND,B,7,473,23,5596
10/13/20,ND,B,12,490,27,5370
10/14/20,ND,B,8,663,33,7800
10/15/20,ND,B,5,696,33,7118
10/16/20,ND,B,18,880,29,9219
10/17/20,ND,B,11,771,21,7530
10/18/20,ND,B,5,713,11,7314
10/19/20,ND,B,4,658,14,8427
10/20/20,ND,B,4,1049,34,5529
10/21/20,ND,B,10,521,23,6447
10/22/20,ND,B,0,1048,27,8252
10/23/20,ND,B,18,896,37,8567
10/24/20,ND,B,8,967,17,7748
10/25/20,ND,B,8,849,12,8856
10/26/20,ND,B,6,532,20,6696
10/27/20,ND,B,14,903,41,6447
10/28/20,ND,B,12,818,41,8065
10/29/20,ND,B,11,1228,28,8450
10/30/20,ND,B,13,1378,39,11935
10/31/20,ND,B,12,1461,32,9303
11/1/20,ND,B,7,1150,16,9545
11/2/20,ND,B,9,967,22,8207
11/3/20,ND,B,15,1221,46,8000
11/4/20,ND,B,12,1172,36,8486
11/5/20,ND,B,29,1572,38,9773
11/6/20,ND,B,17,1805,41,12271
11/7/20,ND,B,15,1646,41,10311
11/8/20,ND,B,11,1117,23,6491
11/9/20,ND,B,5,1153,25,7482
11/10/20,ND,B,0,947,0,5330
11/11/20,ND,B,42,1096,61,6140
11/12/20,ND,B,12,1835,115,14490
11/13/20,ND,B,10,1490,38,11942
11/14/20,ND,B,19,2329,33,14701
11/15/20,ND,B,10,960,25,8092
11/16/20,ND,B,7,1084,17,8290
11/17/20,ND,B,26,1129,66,6407
11/18/20,ND,B,16,1341,46,10829
11/19/20,ND,B,10,1450,31,10367
11/20/20,ND,B,39,1434,52,10177
11/21/20,ND,B,0,1572,34,12954
11/22/20,ND,B,6,1180,35,10629
11/23/20,ND,B,6,712,22,7094
11/24/20,ND,B,37,1066,47,7990
11/25/20,ND,B,4,1184,59,9617
11/26/20,ND,B,10,1007,21,9017
11/27/20,ND,B,5,751,12,7788
11/28/20,ND,B,13,795,29,7537
11/29/20,ND,B,0,725,18,9722
11/30/20,ND,B,12,595,41,7772
12/1/20,ND,B,27,466,43,3331
12/2/20,ND,B,12,551,40,5643
12/3/20,ND,B,11,1017,22,11037
12/4/20,ND,B,12,891,29,11173
12/5/20,ND,B,18,615,26,9170
12/6/20,ND,B,6,488,12,7512
12/7/20,ND,B,9,387,16,4828
12/8/20,ND,B,42,582,0,0
12/9/20,ND,B,16,473,88,2983
12/10/20,ND,B,23,558,0,9033
12/11/20,ND,B,27,507,0,8625
12/12/20,ND,B,22,376,0,6455
12/13/20,ND,B,0,281,0,6173
12/14/20,ND,B,5,196,89,3481
12/15/20,ND,B,13,328,0,3650
12/16/20,ND,B,24,291,0,4889
12/17/20,ND,B,10,377,0,7162
12/18/20,ND,B,21,494,276,8186
12/19/20,ND,B,0,231,38,5577
12/20/20,ND,B,6,251,7,4431
12/21/20,ND,B,2,82,6,1611
12/22/20,ND,B,5,332,21,4555
12/23/20,ND,B,5,270,15,3682
12/24/20,ND,B,18,225,36,7668
12/25/20,ND,B,0,0,0,0
12/26/20,ND,B,4,407,13,10500
12/27/20,ND,B,0,111,10,1779
12/28/20,ND,B,0,93,5,2195
12/29/20,ND,B,12,272,33,1555
12/30/20,ND,B,6,371,9,0
12/31/20,ND,B,0,293,10,12420
1/1/21,ND,B,0,0,0,6109
1/2/21,ND,B,28,396,9,4507
1/3/21,ND,B,0,150,9,559
1/4/21,ND,B,2,199,6,2313
1/5/21,ND,B,17,254,21,2033
1/6/21,ND,B,5,338,13,4816
1/7/21,ND,B,7,324,13,6183
1/8/21,ND,B,12,282,19,6527
1/9/21,ND,B,0,120,2,2280
1/10/21,ND,B,0,158,7,2993
1/11/21,ND,B,0,114,5,2317
1/12/21,ND,B,3,138,11,2425
1/13/21,ND,B,1,167,16,5373
1/14/21,ND,B,8,243,6,7508
1/15/21,ND,B,23,221,10,5442
1/16/21,ND,B,0,115,5,3098
1/17/21,ND,B,0,150,0,4413
1/18/21,ND,B,0,70,6,1672
1/19/21,ND,B,13,137,9,1391
1/20/21,ND,B,1,151,4,3977
1/21/21,ND,B,13,148,9,5414
1/22/21,ND,B,6,197,4,4899
1/23/21,ND,B,0,153,3,5040
1/24/21,ND,B,0,97,2,2198
1/25/21,ND,B,8,57,4,1627
1/26/21,ND,B,4,132,7,1380
1/27/21,ND,B,1,154,5,5552
1/28/21,ND,B,1,145,9,4937
1/29/21,ND,B,0,153,9,5384
1/30/21,ND,B,0,104,3,3439
1/31/21,ND,B,0,68,2,1880
2/1/21,ND,B,5,53,2,687
2/2/21,ND,B,0,115,7,1979
2/3/21,ND,B,0,138,5,4878
2/4/21,ND,B,0,98,3,6159
2/5/21,ND,B,4,61,0,4091
2/6/21,ND,B,0,11,4,2339
2/7/21,ND,B,0,49,4,1130
2/15/20,NE,unknown,0,0,0,1
2/16/20,NE,unknown,0,0,0,2
2/17/20,NE,unknown,0,0,0,0
2/18/20,NE,unknown,0,0,0,0
2/19/20,NE,unknown,0,0,0,6
2/20/20,NE,unknown,0,0,0,0
2/21/20,NE,unknown,0,0,0,1
2/22/20,NE,unknown,0,0,0,0
2/23/20,NE,unknown,0,0,0,0
2/24/20,NE,unknown,0,0,0,0
2/25/20,NE,unknown,0,0,0,0
2/26/20,NE,unknown,0,0,0,0
2/27/20,NE,unknown,0,0,0,0
2/28/20,NE,unknown,0,0,0,0
2/29/20,NE,unknown,0,0,0,15
3/1/20,NE,unknown,0,0,0,11
3/2/20,NE,unknown,0,0,0,0
3/3/20,NE,unknown,0,0,0,12
3/4/20,NE,unknown,0,0,0,0
3/5/20,NE,unknown,0,0,0,18
3/6/20,NE,unknown,0,0,0,6
3/7/20,NE,unknown,0,1,0,7
3/8/20,NE,unknown,0,0,0,13
3/9/20,NE,unknown,0,2,0,9
3/10/20,NE,unknown,0,0,0,15
3/11/20,NE,unknown,0,2,0,34
3/12/20,NE,unknown,0,5,0,21
3/13/20,NE,unknown,0,3,0,33
3/14/20,NE,unknown,0,1,0,13
3/15/20,NE,unknown,0,3,0,29
3/16/20,NE,unknown,0,1,0,54
3/17/20,NE,unknown,0,3,0,76
3/18/20,NE,unknown,0,3,0,97
3/19/20,NE,unknown,0,3,0,94
3/20/20,NE,unknown,0,5,0,117
3/21/20,NE,unknown,0,6,0,85
3/22/20,NE,unknown,0,10,0,164
3/23/20,NE,A,0,2,0,102
3/24/20,NE,A,0,2,0,178
3/25/20,NE,A,0,9,0,196
3/26/20,NE,A,0,12,0,123
3/27/20,NE,A,0,12,0,199
3/28/20,NE,A,2,11,0,189
3/29/20,NE,A,0,12,0,338
3/30/20,NE,A,0,37,0,353
3/31/20,NE,A,1,27,0,391
4/1/20,NE,A,1,38,0,417
4/2/20,NE,A,1,36,0,718
4/3/20,NE,A,1,33,0,762
4/4/20,NE,A,0,42,0,391
4/5/20,NE,A,2,42,0,659
4/6/20,NE,A,0,46,0,423
4/7/20,NE,A,2,38,0,1083
4/8/20,NE,A,2,72,0,561
4/9/20,NE,A,2,48,0,667
4/10/20,NE,A,1,68,0,812
4/11/20,NE,A,2,65,0,675
4/12/20,NE,A,0,91,0,809
4/13/20,NE,A,0,23,0,734
4/14/20,NE,A,1,57,0,455
4/15/20,NE,A,2,30,0,788
4/16/20,NE,A,1,51,0,731
4/17/20,NE,A,3,114,0,790
4/18/20,NE,A,0,72,0,525
4/19/20,NE,A,4,149,0,1064
4/20/20,NE,A,0,187,0,1125
4/21/20,NE,A,5,174,0,808
4/22/20,NE,A,5,74,0,447
4/23/20,NE,A,7,91,0,513
4/24/20,NE,A,2,311,0,1557
4/25/20,NE,D,3,297,0,1632
4/26/20,NE,D,3,311,0,1473
4/27/20,NE,D,3,296,0,1281
4/28/20,NE,D,-1,330,0,1249
4/29/20,NE,D,0,16,0,18
4/30/20,NE,D,13,410,0,1958
5/1/20,NE,D,2,497,0,2672
5/2/20,NE,D,3,557,0,2124
5/3/20,NE,D,3,488,0,1772
5/4/20,NE,D,2,584,0,1651
5/5/20,NE,D,0,173,0,2153
5/6/20,NE,D,4,355,0,1737
5/7/20,NE,D,4,333,0,1987
5/8/20,NE,D,4,419,0,3054
5/9/20,NE,D,2,641,0,4479
5/10/20,NE,D,4,403,0,2156
5/11/20,NE,D,2,81,0,682
5/12/20,NE,B,2,257,0,1847
5/13/20,NE,B,3,120,0,3547
5/14/20,NE,C,4,383,0,2781
5/15/20,NE,C,6,341,0,4921
5/16/20,NE,C,6,356,0,4173
5/17/20,NE,C,4,448,0,5410
5/18/20,NE,C,0,128,0,1425
5/19/20,NE,C,2,277,0,4046
5/20/20,NE,D,7,221,0,3311
5/21/20,NE,D,6,276,0,3968
5/22/20,NE,D,5,303,0,2920
5/23/20,NE,D,4,237,0,4614
5/24/20,NE,D,0,327,0,1659
5/25/20,NE,D,3,145,0,3870
5/26/20,NE,D,0,221,0,2714
5/27/20,NE,D,3,264,0,1976
5/28/20,NE,D,10,357,0,3365
5/29/20,NE,D,1,285,0,2083
5/30/20,NE,D,6,393,0,5425
5/31/20,NE,D,0,251,0,3497
6/1/20,NE,D,0,196,0,2250
6/2/20,NE,D,8,244,0,4198
6/3/20,NE,C,3,266,851,3014
6/4/20,NE,D,6,255,51,3906
6/5/20,NE,D,-1,251,3,3126
6/6/20,NE,D,0,262,14,2692
6/7/20,NE,D,2,164,9,2788
6/8/20,NE,D,0,91,7,2188
6/9/20,NE,D,0,118,32,2519
6/10/20,NE,D,3,131,22,3438
6/11/20,NE,D,4,142,11,3422
6/12/20,NE,D,17,290,29,4137
6/13/20,NE,D,4,198,38,3842
6/14/20,NE,D,0,120,3,2480
6/15/20,NE,D,0,92,5,2735
6/16/20,NE,D,4,126,13,3348
6/17/20,NE,D,11,180,28,3324
6/18/20,NE,D,3,195,25,3652
6/19/20,NE,D,6,189,25,3591
6/20/20,NE,D,4,176,34,3434
6/21/20,NE,D,0,116,12,2942
6/22/20,NE,D,0,103,0,2825
6/23/20,NE,D,5,147,22,3508
6/24/20,NE,B,7,135,23,2885
6/25/20,NE,B,1,129,11,2897
6/26/20,NE,B,3,125,26,2410
6/27/20,NE,B,6,178,18,6228
6/28/20,NE,B,1,251,3,6371
6/29/20,NE,B,0,124,1,2936
6/30/20,NE,B,2,143,14,3951
7/1/20,NE,B,5,135,0,3117
7/2/20,NE,B,2,133,13,2350
7/3/20,NE,B,6,142,10,2587
7/4/20,NE,B,2,208,12,5452
7/5/20,NE,B,0,167,3,3539
7/6/20,NE,B,0,102,1,1270
7/7/20,NE,B,-1,117,0,1720
7/8/20,NE,B,-1,155,29,3368
7/9/20,NE,B,0,224,7,4296
7/10/20,NE,B,2,198,14,4020
7/11/20,NE,B,2,154,0,3931
7/12/20,NE,B,-1,221,2,5451
7/13/20,NE,B,0,174,0,5416
7/14/20,NE,B,3,227,10,4438
7/15/20,NE,B,-2,318,11,5158
7/16/20,NE,B,5,262,11,4716
7/17/20,NE,B,8,155,0,3801
7/18/20,NE,B,2,227,27,4832
7/19/20,NE,B,0,120,1,2836
7/20/20,NE,B,0,102,1,2890
7/21/20,NE,B,5,264,20,4406
7/22/20,NE,A,4,343,6,6691
7/23/20,NE,A,1,296,14,4211
7/24/20,NE,A,5,332,26,4473
7/25/20,NE,A,0,356,0,5844
7/26/20,NE,A,0,221,19,3583
7/27/20,NE,A,0,223,3,3841
7/28/20,NE,A,1,281,17,3029
7/29/20,NE,A,4,258,19,5561
7/30/20,NE,A,3,265,4,3523
7/31/20,NE,A,4,344,0,5885
8/1/20,NE,A,4,445,12,4403
8/2/20,NE,A,0,180,7,4744
8/3/20,NE,A,0,311,1,4903
8/4/20,NE,A,0,254,14,3124
8/5/20,NE,A,0,222,0,3159
8/6/20,NE,A,3,311,37,5392
8/7/20,NE,A,5,332,7,5802
8/8/20,NE,A,5,283,16,3756
8/9/20,NE,A,0,141,11,2859
8/10/20,NE,A,0,187,7,4262
8/11/20,NE,A,3,264,19,4499
8/12/20,NE,A,3,334,139,4142
8/13/20,NE,A,5,214,0,3077
8/14/20,NE,A,4,416,0,5048
8/15/20,NE,A,1,328,0,4412
8/16/20,NE,A,0,253,3,4610
8/17/20,NE,A,0,131,0,4436
8/18/20,NE,A,1,191,0,2184
8/19/20,NE,A,6,262,-48,4159
8/20/20,NE,A,3,215,16,4157
8/21/20,NE,A,2,308,26,4421
8/22/20,NE,A,3,278,14,3931
8/23/20,NE,A,0,154,16,2688
8/24/20,NE,A,2,109,3,1939
8/25/20,NE,A,5,158,20,5774
8/26/20,NE,A,0,301,16,1934
8/27/20,NE,A,3,379,8,5718
8/28/20,NE,A,5,374,14,5973
8/29/20,NE,A+,1,335,14,4332
8/30/20,NE,A+,0,317,10,4242
8/31/20,NE,A+,0,293,2,4775
9/1/20,NE,A+,5,241,12,2782
9/2/20,NE,A+,2,287,8,3606
9/3/20,NE,A+,0,421,13,5158
9/4/20,NE,A+,5,474,6,5257
9/5/20,NE,A+,0,192,27,2922
9/6/20,NE,A+,0,144,5,1840
9/7/20,NE,A+,0,81,3,1298
9/8/20,NE,A+,0,89,11,1033
9/9/20,NE,A+,2,502,10,11552
9/10/20,NE,A+,15,440,19,5528
9/11/20,NE,A+,9,456,11,5765
9/12/20,NE,A+,4,468,12,5737
9/13/20,NE,A+,0,267,6,4909
9/14/20,NE,A+,0,227,2,4640
9/15/20,NE,A+,1,307,15,3979
9/16/20,NE,A,1,328,13,3790
9/17/20,NE,A,3,449,5,5721
9/18/20,NE,A,3,502,9,5967
9/19/20,NE,A,0,466,13,5583
9/20/20,NE,A,0,410,0,5017
9/21/20,NE,A,0,286,0,3667
9/22/20,NE,A,10,305,14,4420
9/23/20,NE,A,9,397,6,3696
9/24/20,NE,A,1,493,33,4956
9/25/20,NE,A,0,453,12,5113
9/26/20,NE,A,6,431,17,5078
9/27/20,NE,A,1,434,3,6249
9/28/20,NE,A,1,467,1,5306
9/29/20,NE,A,2,515,21,4238
9/30/20,NE,A,6,466,14,7272
10/1/20,NE,A,0,520,34,6602
10/2/20,NE,A,15,621,7,9733
10/3/20,NE,A,0,792,23,9945
10/4/20,NE,A,4,426,9,5236
10/5/20,NE,A,4,404,9,5663
10/6/20,NE,A,2,452,10,8067
10/7/20,NE,A,4,498,29,11417
10/8/20,NE,A,0,639,32,12674
10/9/20,NE,A,7,663,13,8563
10/10/20,NE,A,5,1085,18,19440
10/11/20,NE,A,0,743,27,7558
10/12/20,NE,A,0,495,0,5172
10/13/20,NE,A,3,457,17,6270
10/14/20,NE,A,5,704,12,9491
10/15/20,NE,A,3,924,38,12277
10/16/20,NE,A,5,961,38,14047
10/17/20,NE,A,12,1286,16,13928
10/18/20,NE,A,1,620,3,7195
10/19/20,NE,A,0,734,8,7949
10/20/20,NE,A,6,749,22,10919
10/21/20,NE,A,11,592,26,12406
10/22/20,NE,A,11,899,35,13898
10/23/20,NE,A,11,977,42,10467
10/24/20,NE,A,4,1225,34,15611
10/25/20,NE,A,4,705,16,6283
10/26/20,NE,A,1,582,13,4402
10/27/20,NE,A,7,702,29,9055
10/28/20,NE,A,17,877,30,11765
10/29/20,NE,A,8,1169,45,10905
10/30/20,NE,A,9,1605,27,15374
10/31/20,NE,A,9,1495,56,17459
11/1/20,NE,A,6,1087,9,7055
11/2/20,NE,A,2,934,8,5319
11/3/20,NE,A,2,954,26,9967
11/4/20,NE,A,4,1440,46,15068
11/5/20,NE,A,9,1828,26,11966
11/6/20,NE,A,5,2124,53,12727
11/7/20,NE,A,27,2681,45,21621
11/8/20,NE,A,2,1702,34,10429
11/9/20,NE,A,0,1574,9,7423
11/10/20,NE,A,7,1582,32,9380
11/11/20,NE,A,20,2182,45,22627
11/12/20,NE,A,1,2209,115,14087
11/13/20,NE,A,25,2611,-21,16585
11/14/20,NE,A,19,2369,62,14882
11/15/20,NE,A,4,1912,29,12973
11/16/20,NE,A,0,1327,24,7014
11/17/20,NE,A,18,3440,76,28997
11/18/20,NE,A,19,2204,75,14952
11/19/20,NE,A,10,2812,0,21919
11/20/20,NE,A,28,2663,133,18151
11/21/20,NE,A,43,2381,56,21988
11/22/20,NE,A,8,1368,29,12514
11/23/20,NE,A,4,1032,19,6796
11/24/20,NE,A,25,1860,86,15347
11/25/20,NE,A,16,1761,77,14773
11/26/20,NE,A,28,2394,56,21133
11/27/20,NE,A,4,2876,10,18785
11/28/20,NE,A,2,1114,24,6744
11/29/20,NE,A,5,1257,30,8881
11/30/20,NE,A,0,1143,31,5945
12/1/20,NE,A,29,1941,39,16164
12/2/20,NE,A,62,1787,64,15866
12/3/20,NE,A,48,2336,45,20122
12/4/20,NE,A,31,2180,54,15380
12/5/20,NE,A,27,1615,27,14074
12/6/20,NE,A,8,2243,41,20591
12/7/20,NE,A,11,1266,15,8473
12/8/20,NE,A,31,1293,57,9500
12/9/20,NE,A,41,1476,45,17098
12/10/20,NE,A,17,1321,35,13854
12/11/20,NE,A,35,1850,35,19052
12/12/20,NE,A,14,1103,31,15056
12/13/20,NE,A,22,811,19,9214
12/14/20,NE,A,8,1173,12,7912
12/15/20,NE,A,45,483,35,6217
12/16/20,NE,A,20,1517,53,19497
12/17/20,NE,A,10,1242,24,13736
12/18/20,NE,A,5,1297,22,13408
12/19/20,NE,A,17,1345,22,14965
12/20/20,NE,A,5,670,25,8097
12/21/20,NE,A,11,967,15,7601
12/22/20,NE,A,25,721,21,8511
12/23/20,NE,A,10,1221,23,13765
12/24/20,NE,A,40,1338,28,19447
12/25/20,NE,A,7,695,24,8512
12/26/20,NE,A,-10,805,-3,9244
12/27/20,NE,A,1,175,19,1651
12/28/20,NE,A,0,637,4,4424
12/29/20,NE,A,28,875,51,11881
12/30/20,NE,A,16,932,28,8847
12/31/20,NE,A,8,1516,33,17389
1/1/21,NE,A,40,1501,34,12101
1/2/21,NE,A,17,918,11,10284
1/3/21,NE,A,1,546,5,3694
1/4/21,NE,A,3,738,20,6110
1/5/21,NE,A,10,585,31,5889
1/6/21,NE,A,10,1448,37,13885
1/7/21,NE,A,11,1436,28,17840
1/8/21,NE,A,108,1122,28,12110
1/9/21,NE,A,-78,1023,20,12039
1/10/21,NE,A,4,1006,10,10418
1/11/21,NE,A,23,406,16,3962
1/12/21,NE,A,12,644,15,9315
1/13/21,NE,A,19,1000,22,13341
1/14/21,NE,A,12,1529,23,12447
1/15/21,NE,A,15,932,19,7460
1/16/21,NE,A,19,779,26,14078
1/17/21,NE,A+,0,0,0,0
1/18/21,NE,A+,0,1068,10,33052
1/19/21,NE,A+,5,440,15,2267
1/20/21,NE,A,8,900,0,0
1/21/21,NE,A,12,1164,42,22156
1/22/21,NE,A,6,864,15,22737
1/23/21,NE,A,10,909,23,9534
1/24/21,NE,A,1,599,8,22978
1/25/21,NE,A,0,293,4,4612
1/26/21,NE,A,15,646,20,14759
1/27/21,NE,A,11,329,27,11920
1/28/21,NE,A,12,662,27,11527
1/29/21,NE,A,4,813,19,11128
1/30/21,NE,A,-1,973,21,15600
1/31/21,NE,A,0,143,8,9161
2/1/21,NE,A,0,237,11,2854
2/2/21,NE,A,9,487,17,7171
2/3/21,NE,A,2,605,12,22776
2/4/21,NE,A,21,507,18,13347
2/5/21,NE,A,6,520,11,12700
2/6/21,NE,A,10,352,14,12534
2/7/21,NE,A,0,301,9,10003
3/4/20,NH,unknown,0,0,0,6
3/5/20,NH,unknown,0,0,0,3
3/6/20,NH,unknown,0,0,0,28
3/7/20,NH,unknown,0,0,0,9
3/8/20,NH,unknown,0,2,0,30
3/9/20,NH,unknown,0,0,0,17
3/10/20,NH,unknown,0,0,0,25
3/11/20,NH,unknown,0,0,0,44
3/12/20,NH,unknown,0,2,0,42
3/13/20,NH,unknown,0,0,0,45
3/14/20,NH,unknown,0,1,0,70
3/15/20,NH,unknown,0,6,0,86
3/16/20,NH,unknown,0,0,0,121
3/17/20,NH,unknown,0,4,0,160
3/18/20,NH,unknown,0,9,0,147
3/19/20,NH,unknown,0,13,0,216
3/20/20,NH,unknown,0,5,0,263
3/21/20,NH,unknown,0,11,0,311
3/22/20,NH,unknown,0,10,0,358
3/23/20,NH,B,0,13,0,512
3/24/20,NH,B,1,23,11,224
3/25/20,NH,B,0,7,2,458
3/26/20,NH,B,0,29,6,386
3/27/20,NH,B,0,21,6,777
3/28/20,NH,B,1,29,5,662
3/29/20,NH,B,0,27,3,477
3/30/20,NH,B,1,100,12,513
3/31/20,NH,B,0,0,0,250
4/1/20,NH,B,1,101,11,449
4/2/20,NH,B,0,0,2,577
4/3/20,NH,B,1,64,15,480
4/4/20,NH,B,2,61,7,536
4/5/20,NH,B,2,81,6,479
4/6/20,NH,B,0,48,6,336
4/7/20,NH,B,0,46,11,360
4/8/20,NH,B,9,73,15,431
4/9/20,NH,B,0,0,0,447
4/10/20,NH,B,3,31,6,454
4/11/20,NH,B,1,66,10,549
4/12/20,NH,B,1,44,12,375
4/13/20,NH,B,0,56,6,385
4/14/20,NH,B,0,35,0,225
4/15/20,NH,B,9,119,26,331
4/16/20,NH,B,0,0,0,471
4/17/20,NH,B,5,148,12,410
4/18/20,NH,B,0,0,0,565
4/19/20,NH,B,1,55,2,601
4/20/20,NH,B,3,50,6,653
4/21/20,NH,B,1,99,8,594
4/22/20,NH,B,0,0,0,934
4/23/20,NH,B,6,97,7,785
4/24/20,NH,B,3,82,5,592
4/25/20,NH,C,2,50,6,1309
4/26/20,NH,C,7,67,14,830
4/27/20,NH,C,0,77,4,631
4/28/20,NH,C,0,74,4,647
4/29/20,NH,C,0,72,3,582
4/30/20,NH,C,6,44,10,1605
5/1/20,NH,C,6,92,3,1279
5/2/20,NH,C,9,164,8,1120
5/3/20,NH,C,3,119,7,1222
5/4/20,NH,C,2,159,9,426
5/5/20,NH,C,0,0,0,878
5/6/20,NH,B,6,48,9,1332
5/7/20,NH,B,19,104,12,1420
5/8/20,NH,B,3,103,1,1120
5/9/20,NH,B,7,104,1,1514
5/10/20,NH,B,10,64,4,1672
5/11/20,NH,B,2,149,5,1270
5/12/20,NH,B,0,0,0,910
5/13/20,NH,B,9,79,1,1592
5/14/20,NH,B,8,60,7,2669
5/15/20,NH,B,9,165,9,1919
5/16/20,NH,B,0,0,0,2347
5/17/20,NH,B,12,92,12,1833
5/18/20,NH,B,1,40,12,2601
5/19/20,NH,B,0,56,9,1273
5/20/20,NH,B,10,69,15,3427
5/21/20,NH,B,8,147,2,2531
5/22/20,NH,B,9,67,8,2355
5/23/20,NH,B,9,154,26,2039
5/24/20,NH,B,0,0,0,1965
5/25/20,NH,B,1,60,0,1400
5/26/20,NH,B,1,48,1,2104
5/27/20,NH,B,4,34,1,2433
5/28/20,NH,B,9,55,5,1802
5/29/20,NH,B,9,100,12,2664
5/30/20,NH,B,6,106,2,2147
5/31/20,NH,B,4,53,9,2732
6/1/20,NH,B,3,106,2,1379
6/2/20,NH,B,0,34,5,1506
6/3/20,NH,B,11,64,6,2770
6/4/20,NH,B,9,46,6,3934
6/5/20,NH,B,8,81,4,2860
6/6/20,NH,B,10,143,15,2736
6/7/20,NH,B,0,0,0,2131
6/8/20,NH,B,3,24,2,2343
6/9/20,NH,B,0,36,3,1948
6/10/20,NH,B,8,53,4,1769
6/11/20,NH,B,7,46,4,3235
6/12/20,NH,A,7,31,4,3032
6/13/20,NH,B,7,42,-1,2639
6/14/20,NH,B,3,48,10,2581
6/15/20,NH,B,2,46,6,2095
6/16/20,NH,B,0,0,0,1717
6/17/20,NH,B,6,19,2,1942
6/18/20,NH,B,4,72,10,2636
6/19/20,NH,B,1,14,2,2525
6/20/20,NH,B,6,36,16,2995
6/21/20,NH,B,2,32,2,2201
6/22/20,NH,B,0,26,2,1287
6/23/20,NH,B,0,14,5,1379
6/24/20,NH,B,4,13,0,3162
6/25/20,NH,B,4,27,0,2775
6/26/20,NH,B,18,73,3,2509
6/27/20,NH,B,0,0,0,2979
6/28/20,NH,B,2,46,1,2358
6/29/20,NH,B,0,43,3,2117
6/30/20,NH,B,0,0,0,1995
7/1/20,NH,B,4,22,0,1534
7/2/20,NH,B,2,20,0,3714
7/3/20,NH,B,2,20,2,2278
7/4/20,NH,B,1,35,2,2386
7/5/20,NH,B,0,0,0,3366
7/6/20,NH,B,5,40,1,2200
7/7/20,NH,B,1,17,4,1698
7/8/20,NH,B,2,18,3,1893
7/9/20,NH,B,2,20,1,2022
7/10/20,NH,B,1,21,3,2607
7/11/20,NH,B,3,18,4,2727
7/12/20,NH,B,1,33,4,3510
7/13/20,NH,B,0,30,0,2269
7/14/20,NH,B,0,14,0,1628
7/15/20,NH,B,1,23,76,2870
7/16/20,NH,B,2,22,3,3258
7/17/20,NH,B,1,52,2,3498
7/18/20,NH,B,0,0,0,2205
7/19/20,NH,B,3,38,3,3147
7/20/20,NH,B,0,0,0,3001
7/21/20,NH,B,0,46,0,1830
7/22/20,NH,B,2,13,4,2206
7/23/20,NH,B,2,33,3,3670
7/24/20,NH,B,3,23,1,4224
7/25/20,NH,B,4,97,5,3047
7/26/20,NH,B,0,21,2,2134
7/27/20,NH,B,0,0,0,2375
7/28/20,NH,B,0,64,2,2964
7/29/20,NH,B,0,0,0,2697
7/30/20,NH,B,2,13,0,3142
7/31/20,NH,B,4,31,2,2534
8/1/20,NH,B,1,69,3,3007
8/2/20,NH,B,0,0,0,3640
8/3/20,NH,B,1,21,1,3110
8/4/20,NH,B,0,26,1,2806
8/5/20,NH,B,1,33,1,2415
8/6/20,NH,B,0,26,0,2503
8/7/20,NH,B,1,23,1,3013
