name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
Louisiana,LA,1510,341,262,5,2733,930,760,18,8/11/20,08-2020,2020,8,South
Louisiana,LA,1472,315,237,5,2522,907,647,17,8/4/20,08-2020,2020,8,South
Louisiana,LA,1936,492,435,5,6225,2361,2184,29,9/29/20,09-2020,2020,9,South
Louisiana,LA,1809,475,403,5,6190,2299,1983,27,9/22/20,09-2020,2020,9,South
Louisiana,LA,1809,454,367,5,5497,2085,1775,26,9/15/20,09-2020,2020,9,South
Louisiana,LA,1809,431,341,5,5426,1910,1314,24,9/8/20,09-2020,2020,9,South
Louisiana,LA,1809,409,335,5,5019,1479,1001,22,9/1/20,09-2020,2020,9,South
Louisiana,LA,2015,518,490,5,6834,2410,2329,30,10/27/20,10-2020,2020,10,South
Louisiana,LA,2002,512,481,5,6784,2405,2324,29,10/20/20,10-2020,2020,10,South
Louisiana,LA,1988,503,475,5,6738,2399,2317,29,10/13/20,10-2020,2020,10,South
Louisiana,LA,1968,497,466,5,6368,2394,2270,29,10/6/20,10-2020,2020,10,South
Louisiana,LA,2074,567,521,5,7133,2504,2347,31,11/24/20,11-2020,2020,11,South
Louisiana,LA,2045,539,515,5,6909,2428,2339,30,11/17/20,11-2020,2020,11,South
Louisiana,LA,2030,528,505,5,6895,2416,2337,30,11/10/20,11-2020,2020,11,South
Louisiana,LA,2023,521,496,5,6847,2413,2334,30,11/3/20,11-2020,2020,11,South
Louisiana,LA,2208,720,642,5,7350,2685,2529,31,12/29/20,12-2020,2020,12,South
Louisiana,LA,2179,680,616,5,7337,2631,2519,31,12/22/20,12-2020,2020,12,South
Louisiana,LA,2152,654,582,5,7282,2608,2496,31,12/15/20,12-2020,2020,12,South
Louisiana,LA,2138,618,562,5,7167,2592,2483,31,12/8/20,12-2020,2020,12,South
Louisiana,LA,2100,593,533,5,7147,2575,2421,31,12/1/20,12-2020,2020,12,South
Maine,ME,,1,1,0,11,0,0,0,3/26/20,03-2020,2020,3,Northeast
Maine,ME,,1,1,0,23,0,0,0,4/29/20,04-2020,2020,4,Northeast
Maine,ME,,1,1,0,17,0,0,0,4/22/20,04-2020,2020,4,Northeast
Maine,ME,,1,1,0,17,0,0,0,4/15/20,04-2020,2020,4,Northeast
Maine,ME,,1,1,0,15,0,0,0,4/8/20,04-2020,2020,4,Northeast
Maine,ME,,1,1,0,11,0,0,0,4/1/20,04-2020,2020,4,Northeast
Maine,ME,,1,1,0,494,4,0,0,5/27/20,05-2020,2020,5,Northeast
Maine,ME,,1,1,0,156,1,0,0,5/20/20,05-2020,2020,5,Northeast
Maine,ME,,1,1,0,28,0,0,0,5/13/20,05-2020,2020,5,Northeast
Maine,ME,,1,1,0,23,0,0,0,5/6/20,05-2020,2020,5,Northeast
Maine,ME,,1,1,0,999,4,4,0,6/23/20,06-2020,2020,6,Northeast
Maine,ME,,1,1,0,960,4,4,0,6/16/20,06-2020,2020,6,Northeast
Maine,ME,,1,1,0,957,4,4,0,6/9/20,06-2020,2020,6,Northeast
Maine,ME,,1,1,0,952,4,0,0,6/2/20,06-2020,2020,6,Northeast
Maine,ME,,1,1,0,1262,4,4,0,7/28/20,07-2020,2020,7,Northeast
Maine,ME,,1,1,0,1192,4,4,0,7/21/20,07-2020,2020,7,Northeast
Maine,ME,,1,1,0,1147,4,4,0,7/14/20,07-2020,2020,7,Northeast
Maine,ME,,1,1,0,1100,4,4,0,7/7/20,07-2020,2020,7,Northeast
Maine,ME,,1,1,0,1061,4,4,0,7/1/20,07-2020,2020,7,Northeast
Maine,ME,,1,1,0,1603,4,4,0,8/25/20,08-2020,2020,8,Northeast
Maine,ME,,1,1,0,1508,4,4,0,8/18/20,08-2020,2020,8,Northeast
Maine,ME,,1,1,0,1423,4,4,0,8/11/20,08-2020,2020,8,Northeast
Maine,ME,,1,1,0,1357,4,4,0,8/3/20,08-2020,2020,8,Northeast
Maine,ME,,2,2,0,2010,4,4,0,9/29/20,09-2020,2020,9,Northeast
Maine,ME,,2,1,0,1932,4,4,0,9/22/20,09-2020,2020,9,Northeast
Maine,ME,,2,1,0,1843,4,4,0,9/15/20,09-2020,2020,9,Northeast
Maine,ME,,1,1,0,1764,4,4,0,9/8/20,09-2020,2020,9,Northeast
Maine,ME,,1,1,0,1689,4,4,0,9/1/20,09-2020,2020,9,Northeast
Maine,ME,,7,2,0,3040,4,4,0,10/27/20,10-2020,2020,10,Northeast
Maine,ME,,3,2,0,2259,4,4,0,10/20/20,10-2020,2020,10,Northeast
Maine,ME,,2,2,0,2118,4,4,0,10/13/20,10-2020,2020,10,Northeast
Maine,ME,,2,2,0,2059,4,4,0,10/6/20,10-2020,2020,10,Northeast
Maine,ME,,32,23,0,5766,150,150,0,11/24/20,11-2020,2020,11,Northeast
Maine,ME,,25,15,0,5640,150,119,0,11/17/20,11-2020,2020,11,Northeast
Maine,ME,,16,8,0,5428,125,14,0,11/10/20,11-2020,2020,11,Northeast
Maine,ME,,16,8,0,4791,79,14,0,11/4/20,11-2020,2020,11,Northeast
Maine,ME,,45,40,0,6521,156,145,1,12/29/20,12-2020,2020,12,Northeast
Maine,ME,,43,39,0,6430,156,145,0,12/22/20,12-2020,2020,12,Northeast
Maine,ME,,35,26,0,6195,151,150,0,12/15/20,12-2020,2020,12,Northeast
Maine,ME,,32,23,0,5850,150,150,0,12/8/20,12-2020,2020,12,Northeast
Maine,ME,,32,23,0,5800,150,150,0,12/1/20,12-2020,2020,12,Northeast
Maryland,MD,1624,14,157,0,1321,0,39,0,3/26/20,03-2020,2020,3,South
Maryland,MD,1624,174,157,0,1321,52,39,2,4/29/20,04-2020,2020,4,South
Maryland,MD,1624,135,157,0,1321,45,39,1,4/22/20,04-2020,2020,4,South
Maryland,MD,1624,75,157,0,1321,18,39,1,4/13/20,04-2020,2020,4,South
Maryland,MD,1624,47,157,0,1321,10,39,0,4/9/20,04-2020,2020,4,South
Maryland,MD,1624,14,157,0,1321,3,39,0,4/3/20,04-2020,2020,4,South
Maryland,MD,1624,251,157,0,1321,145,39,6,5/25/20,05-2020,2020,5,South
Maryland,MD,1624,233,157,0,1321,102,39,5,5/18/20,05-2020,2020,5,South
Maryland,MD,1624,213,157,0,1321,77,39,4,5/11/20,05-2020,2020,5,South
Maryland,MD,1624,183,157,0,1321,61,39,2,5/4/20,05-2020,2020,5,South
Maryland,MD,6168,437,290,1,15909,581,156,8,6/30/20,06-2020,2020,6,South
Maryland,MD,4788,422,281,1,16429,433,119,8,6/22/20,06-2020,2020,6,South
Maryland,MD,4036,407,266,1,7892,359,90,8,6/15/20,06-2020,2020,6,South
Maryland,MD,3719,400,230,1,6437,234,51,8,6/8/20,06-2020,2020,6,South
Maryland,MD,1624,368,211,0,1321,186,51,8,6/2/20,06-2020,2020,6,South
Maryland,MD,6826,479,426,1,18883,641,616,8,7/27/20,07-2020,2020,7,South
Maryland,MD,6777,465,425,1,18844,637,538,8,7/20/20,07-2020,2020,7,South
Maryland,MD,6713,452,382,1,18740,628,401,8,7/13/20,07-2020,2020,7,South
Maryland,MD,6413,448,352,1,18924,620,366,8,7/6/20,07-2020,2020,7,South
Maryland,MD,12819,629,493,1,19760,708,696,8,8/31/20,08-2020,2020,8,South
Maryland,MD,11761,598,469,1,19657,695,661,8,8/24/20,08-2020,2020,8,South
Maryland,MD,10637,562,456,1,19285,683,633,8,8/17/20,08-2020,2020,8,South
Maryland,MD,9622,504,439,1,19058,664,630,8,8/7/20,08-2020,2020,8,South
Maryland,MD,8393,487,430,1,19028,659,630,8,8/3/20,08-2020,2020,8,South
Maryland,MD,20495,697,644,2,24670,874,746,11,9/28/20,09-2020,2020,9,South
Maryland,MD,18384,690,608,1,22708,800,710,10,9/21/20,09-2020,2020,9,South
Maryland,MD,14870,672,572,1,21225,767,708,10,9/14/20,09-2020,2020,9,South
Maryland,MD,14323,652,542,1,20012,715,696,9,9/8/20,09-2020,2020,9,South
Maryland,MD,26023,783,708,2,30749,1001,941,11,10/27/20,10-2020,2020,10,South
Maryland,MD,24453,755,690,2,28599,993,882,11,10/20/20,10-2020,2020,10,South
Maryland,MD,22327,732,683,2,28038,967,831,11,10/13/20,10-2020,2020,10,South
Maryland,MD,20802,720,659,2,26361,923,781,11,10/6/20,10-2020,2020,10,South
Maryland,MD,35180,1129,879,2,38256,1673,1268,13,11/30/20,11-2020,2020,11,South
Maryland,MD,34103,949,807,2,36182,1468,1022,13,11/23/20,11-2020,2020,11,South
Maryland,MD,31313,857,782,2,34992,1199,1004,13,11/16/20,11-2020,2020,11,South
Maryland,MD,28496,808,763,2,33710,1039,994,13,11/9/20,11-2020,2020,11,South
Maryland,MD,27257,791,742,2,32243,1026,973,11,11/2/20,11-2020,2020,11,South
Maryland,MD,41518,1638,1351,2,45676,3090,2456,18,12/28/20,12-2020,2020,12,South
Maryland,MD,40080,1485,1261,2,43667,2666,2302,16,12/21/20,12-2020,2020,12,South
Maryland,MD,38570,1374,1162,2,41657,2342,2085,16,12/14/20,12-2020,2020,12,South
Maryland,MD,36509,1255,1004,2,40453,2173,1717,14,12/7/20,12-2020,2020,12,South
Massachusetts,MA,,4,120,0,296,9,281,0,3/26/20,03-2020,2020,3,Northeast
Massachusetts,MA,,110,120,0,747,183,281,7,4/26/20,04-2020,2020,4,Northeast
Massachusetts,MA,,67,120,0,296,117,281,7,4/19/20,04-2020,2020,4,Northeast
Massachusetts,MA,,42,120,0,296,89,281,4,4/15/20,04-2020,2020,4,Northeast
Massachusetts,MA,,26,120,0,296,45,281,3,4/8/20,04-2020,2020,4,Northeast
Massachusetts,MA,,7,120,0,296,19,281,0,4/1/20,04-2020,2020,4,Northeast
Massachusetts,MA,,183,158,0,7679,407,339,8,5/31/20,05-2020,2020,5,Northeast
Massachusetts,MA,,182,120,0,5724,396,281,8,5/25/20,05-2020,2020,5,Northeast
Massachusetts,MA,,170,120,0,4767,380,281,8,5/17/20,05-2020,2020,5,Northeast
Massachusetts,MA,,163,120,0,2825,367,281,7,5/10/20,05-2020,2020,5,Northeast
Massachusetts,MA,,146,120,0,1906,266,281,7,5/3/20,05-2020,2020,5,Northeast
Massachusetts,MA,,191,167,0,8263,416,379,8,6/28/20,06-2020,2020,6,Northeast
Massachusetts,MA,,191,167,0,8009,413,387,8,6/21/20,06-2020,2020,6,Northeast
Massachusetts,MA,,191,165,0,7795,411,385,8,6/14/20,06-2020,2020,6,Northeast
Massachusetts,MA,,191,158,0,7761,409,359,8,6/7/20,06-2020,2020,6,Northeast
Massachusetts,MA,,194,168,0,8601,418,381,8,7/29/20,07-2020,2020,7,Northeast
Massachusetts,MA,,194,167,0,8562,417,381,8,7/22/20,07-2020,2020,7,Northeast
Massachusetts,MA,,194,165,0,8473,417,380,8,7/15/20,07-2020,2020,7,Northeast
Massachusetts,MA,,192,167,0,8293,417,379,8,7/8/20,07-2020,2020,7,Northeast
Massachusetts,MA,,202,169,0,9357,419,382,8,8/26/20,08-2020,2020,8,Northeast
Massachusetts,MA,,199,169,0,9096,419,382,8,8/19/20,08-2020,2020,8,Northeast
Massachusetts,MA,,197,169,0,9006,418,382,8,8/12/20,08-2020,2020,8,Northeast
Massachusetts,MA,,197,168,0,8760,418,382,8,8/5/20,08-2020,2020,8,Northeast
Massachusetts,MA,,207,169,0,9788,421,382,8,9/23/20,09-2020,2020,9,Northeast
Massachusetts,MA,,207,169,0,9693,420,382,8,9/17/20,09-2020,2020,9,Northeast
Massachusetts,MA,,206,169,0,9551,420,382,8,9/9/20,09-2020,2020,9,Northeast
Massachusetts,MA,,203,169,0,9413,420,382,8,9/3/20,09-2020,2020,9,Northeast
Massachusetts,MA,,233,169,0,10765,476,382,8,10/28/20,10-2020,2020,10,Northeast
Massachusetts,MA,,228,169,0,10358,472,382,8,10/22/20,10-2020,2020,10,Northeast
Massachusetts,MA,,226,169,0,10212,472,382,8,10/14/20,10-2020,2020,10,Northeast
Massachusetts,MA,,224,169,0,10100,464,382,8,10/8/20,10-2020,2020,10,Northeast
Massachusetts,MA,,223,169,0,10056,449,382,8,10/1/20,10-2020,2020,10,Northeast
Massachusetts,MA,,380,169,0,15977,1019,382,8,11/24/20,11-2020,2020,11,Northeast
Massachusetts,MA,,330,169,0,14747,846,382,8,11/18/20,11-2020,2020,11,Northeast
Massachusetts,MA,,284,169,0,12674,740,382,8,11/11/20,11-2020,2020,11,Northeast
Massachusetts,MA,,262,169,0,11664,557,382,8,11/4/20,11-2020,2020,11,Northeast
Massachusetts,MA,,706,169,0,22882,2085,382,12,12/30/20,12-2020,2020,12,Northeast
Massachusetts,MA,,654,169,0,22371,1832,382,11,12/23/20,12-2020,2020,12,Northeast
Massachusetts,MA,,609,169,0,20181,1642,382,11,12/16/20,12-2020,2020,12,Northeast
Massachusetts,MA,,519,169,0,18679,1514,382,9,12/9/20,12-2020,2020,12,Northeast
Massachusetts,MA,,437,169,0,17569,1255,382,8,12/2/20,12-2020,2020,12,Northeast
Michigan,MI,1826,25,238,0,460,24,292,0,3/26/20,03-2020,2020,3,Midwest
Michigan,MI,1826,268,238,2,3117,1412,292,41,4/29/20,04-2020,2020,4,Midwest
Michigan,MI,1826,230,238,2,1089,717,292,25,4/22/20,04-2020,2020,4,Midwest
Michigan,MI,1826,181,238,2,748,481,292,13,4/15/20,04-2020,2020,4,Midwest
Michigan,MI,1826,137,238,2,460,305,292,2,4/8/20,04-2020,2020,4,Midwest
Michigan,MI,1826,25,238,1,460,122,292,1,4/1/20,04-2020,2020,4,Midwest
Michigan,MI,1826,359,238,2,38145,3341,292,62,5/27/20,05-2020,2020,5,Midwest
Michigan,MI,1826,336,238,2,35760,3262,292,59,5/20/20,05-2020,2020,5,Midwest
Michigan,MI,1826,313,238,2,18099,2173,292,55,5/13/20,05-2020,2020,5,Midwest
Michigan,MI,1826,293,238,2,8113,2073,292,47,5/6/20,05-2020,2020,5,Midwest
Michigan,MI,16500,376,336,2,38300,4015,2667,68,6/30/20,06-2020,2020,6,Midwest
Michigan,MI,16500,375,336,2,38191,3991,2367,68,6/23/20,06-2020,2020,6,Midwest
Michigan,MI,2283,372,318,2,38122,3982,2236,68,6/16/20,06-2020,2020,6,Midwest
Michigan,MI,1946,370,308,2,37997,3948,2236,68,6/9/20,06-2020,2020,6,Midwest
Michigan,MI,1946,368,238,2,37947,3918,2068,68,6/2/20,06-2020,2020,6,Midwest
Michigan,MI,16500,411,368,3,37244,3877,3586,68,7/28/20,07-2020,2020,7,Midwest
Michigan,MI,16500,397,348,3,37189,3870,3585,68,7/21/20,07-2020,2020,7,Midwest
Michigan,MI,16500,385,347,3,37627,3801,3076,68,7/14/20,07-2020,2020,7,Midwest
Michigan,MI,16500,383,347,3,38344,4020,3011,68,7/7/20,07-2020,2020,7,Midwest
Michigan,MI,16500,448,405,3,37505,5093,3786,69,8/25/20,08-2020,2020,8,Midwest
Michigan,MI,16500,439,368,3,37493,4611,3600,68,8/18/20,08-2020,2020,8,Midwest
Michigan,MI,16500,424,368,3,37404,4312,3598,68,8/11/20,08-2020,2020,8,Midwest
Michigan,MI,16500,415,368,3,37325,4037,3595,68,8/4/20,08-2020,2020,8,Midwest
Michigan,MI,16500,516,446,3,38301,5547,4693,72,9/29/20,09-2020,2020,9,Midwest
Michigan,MI,16500,499,446,3,38212,5526,4368,72,9/22/20,09-2020,2020,9,Midwest
Michigan,MI,16500,493,434,3,38013,5423,4027,70,9/15/20,09-2020,2020,9,Midwest
Michigan,MI,16500,480,410,3,37844,5398,3908,69,9/8/20,09-2020,2020,9,Midwest
Michigan,MI,16500,458,408,3,37684,5160,3787,69,9/1/20,09-2020,2020,9,Midwest
Michigan,MI,36490,826,508,3,170860,6617,5205,74,10/27/20,10-2020,2020,10,Midwest
Michigan,MI,29061,724,506,3,139208,6207,5141,74,10/20/20,10-2020,2020,10,Midwest
Michigan,MI,29061,593,460,3,117252,5738,5116,74,10/13/20,10-2020,2020,10,Midwest
Michigan,MI,16500,530,446,3,98184,5572,4822,73,10/6/20,10-2020,2020,10,Midwest
Michigan,MI,65980,1742,899,3,288501,12112,5783,77,11/24/20,11-2020,2020,11,Midwest
Michigan,MI,59035,1468,705,3,255441,9763,5253,75,11/17/20,11-2020,2020,11,Midwest
Michigan,MI,51283,1183,514,3,229095,8295,5231,74,11/10/20,11-2020,2020,11,Midwest
Michigan,MI,36490,920,509,3,196489,7284,5208,74,11/3/20,11-2020,2020,11,Midwest
Michigan,MI,93239,2930,1837,4,402143,21622,10832,116,12/29/20,12-2020,2020,12,Midwest
Michigan,MI,89203,2764,1834,4,384125,20651,10845,108,12/22/20,12-2020,2020,12,Midwest
Michigan,MI,80064,2559,1566,3,348848,20006,6481,99,12/15/20,12-2020,2020,12,Midwest
Michigan,MI,80064,2306,1566,3,343582,17180,6246,94,12/8/20,12-2020,2020,12,Midwest
Michigan,MI,73119,1981,1566,3,319405,13940,6070,88,12/1/20,12-2020,2020,12,Midwest
Minnesota,MN,0,0,54,0,0,0,296,0,3/26/20,03-2020,2020,3,Midwest
Minnesota,MN,0,39,54,0,334,79,296,0,4/29/20,04-2020,2020,4,Midwest
Minnesota,MN,0,39,54,0,183,29,296,0,4/22/20,04-2020,2020,4,Midwest
Minnesota,MN,0,39,54,0,56,15,296,0,4/15/20,04-2020,2020,4,Midwest
Minnesota,MN,0,39,54,0,40,9,296,0,4/7/20,04-2020,2020,4,Midwest
Minnesota,MN,0,1,54,0,28,3,296,0,4/1/20,04-2020,2020,4,Midwest
Minnesota,MN,0,55,54,0,2491,124,296,0,5/27/20,05-2020,2020,5,Midwest
Minnesota,MN,0,50,54,0,879,116,296,0,5/20/20,05-2020,2020,5,Midwest
Minnesota,MN,0,48,54,0,758,111,296,0,5/13/20,05-2020,2020,5,Midwest
Minnesota,MN,0,43,54,0,428,83,296,0,5/6/20,05-2020,2020,5,Midwest
Minnesota,MN,0,61,70,0,11350,341,296,2,6/30/20,06-2020,2020,6,Midwest
Minnesota,MN,0,61,70,0,9614,334,296,1,6/23/20,06-2020,2020,6,Midwest
Minnesota,MN,0,59,58,0,6643,289,296,0,6/16/20,06-2020,2020,6,Midwest
Minnesota,MN,0,57,56,0,4063,200,296,0,6/9/20,06-2020,2020,6,Midwest
Minnesota,MN,0,55,54,0,2530,125,296,0,6/2/20,06-2020,2020,6,Midwest
Minnesota,MN,0,75,75,0,24619,461,383,2,7/28/20,07-2020,2020,7,Midwest
Minnesota,MN,0,71,70,0,19993,391,308,2,7/20/20,07-2020,2020,7,Midwest
Minnesota,MN,0,67,70,0,18062,390,296,2,7/14/20,07-2020,2020,7,Midwest
Minnesota,MN,0,61,70,0,15043,341,296,2,7/7/20,07-2020,2020,7,Midwest
Minnesota,MN,0,109,97,0,34525,522,1435,2,8/25/20,08-2020,2020,8,Midwest
Minnesota,MN,0,102,92,0,33530,522,1435,2,8/18/20,08-2020,2020,8,Midwest
Minnesota,MN,0,95,83,0,31417,517,485,2,8/11/20,08-2020,2020,8,Midwest
Minnesota,MN,0,85,79,0,27699,505,426,2,8/4/20,08-2020,2020,8,Midwest
Minnesota,MN,0,155,247,0,42259,567,1435,2,9/29/20,09-2020,2020,9,Midwest
Minnesota,MN,0,142,247,0,41277,555,1435,2,9/22/20,09-2020,2020,9,Midwest
Minnesota,MN,0,133,247,0,39361,532,1435,2,9/15/20,09-2020,2020,9,Midwest
Minnesota,MN,0,126,247,0,36593,526,1435,2,9/8/20,09-2020,2020,9,Midwest
Minnesota,MN,0,120,247,0,35250,522,1435,2,9/1/20,09-2020,2020,9,Midwest
Minnesota,MN,0,311,247,0,52638,1232,1435,2,10/27/20,10-2020,2020,10,Midwest
Minnesota,MN,0,229,247,0,49174,886,1435,2,10/20/20,10-2020,2020,10,Midwest
Minnesota,MN,0,184,247,0,46719,733,1435,2,10/13/20,10-2020,2020,10,Midwest
Minnesota,MN,0,164,247,0,43664,605,1435,2,10/5/20,10-2020,2020,10,Midwest
Minnesota,MN,0,678,465,0,70340,2926,2220,4,11/24/20,11-2020,2020,11,Midwest
Minnesota,MN,0,672,309,0,65273,2744,1631,3,11/17/20,11-2020,2020,11,Midwest
Minnesota,MN,0,561,247,0,58037,2138,1435,3,11/9/20,11-2020,2020,11,Midwest
Minnesota,MN,0,447,247,0,55766,1902,1435,2,11/3/20,11-2020,2020,11,Midwest
Minnesota,MN,0,933,750,0,82979,3621,3071,9,12/29/20,12-2020,2020,12,Midwest
Minnesota,MN,0,923,726,0,82618,3538,3038,9,12/22/20,12-2020,2020,12,Midwest
Minnesota,MN,0,894,694,0,80747,3436,2824,8,12/15/20,12-2020,2020,12,Midwest
Minnesota,MN,0,862,644,0,77467,3292,2532,6,12/8/20,12-2020,2020,12,Midwest
Minnesota,MN,0,816,558,0,72318,3069,2424,5,12/1/20,12-2020,2020,12,Midwest
Mississippi,MS,43,3,161,0,9,0,1362,0,3/26/20,03-2020,2020,3,South
Mississippi,MS,43,4,161,0,27,4,1362,1,4/27/20,04-2020,2020,4,South
Mississippi,MS,43,3,161,0,20,4,1362,1,4/17/20,04-2020,2020,4,South
Mississippi,MS,43,3,161,0,9,1,1362,1,4/13/20,04-2020,2020,4,South
Mississippi,MS,43,3,161,0,9,1,1362,1,4/8/20,04-2020,2020,4,South
Mississippi,MS,43,3,161,0,9,0,1362,0,4/6/20,04-2020,2020,4,South
Mississippi,MS,91,15,161,2,69,28,1362,1,5/27/20,05-2020,2020,5,South
Mississippi,MS,53,9,161,0,56,20,1362,1,5/20/20,05-2020,2020,5,South
Mississippi,MS,46,8,161,0,47,10,1362,1,5/13/20,05-2020,2020,5,South
Mississippi,MS,43,7,161,0,37,4,1362,1,5/5/20,05-2020,2020,5,South
Mississippi,MS,192,42,161,2,213,71,1362,1,6/30/20,06-2020,2020,6,South
Mississippi,MS,168,34,161,2,143,60,1362,1,6/23/20,06-2020,2020,6,South
Mississippi,MS,155,30,161,2,131,35,1362,1,6/16/20,06-2020,2020,6,South
Mississippi,MS,141,27,161,2,79,33,1362,1,6/9/20,06-2020,2020,6,South
Mississippi,MS,123,18,161,2,73,30,1362,1,6/2/20,06-2020,2020,6,South
Mississippi,MS,283,80,161,2,386,114,1362,10,7/27/20,07-2020,2020,7,South
Mississippi,MS,282,73,161,2,463,105,1362,10,7/21/20,07-2020,2020,7,South
Mississippi,MS,282,73,161,2,463,86,1362,10,7/14/20,07-2020,2020,7,South
Mississippi,MS,216,52,161,2,280,80,1362,1,7/7/20,07-2020,2020,7,South
Mississippi,MS,423,129,161,2,1011,524,1362,10,8/25/20,08-2020,2020,8,South
Mississippi,MS,403,124,161,2,917,445,1362,10,8/18/20,08-2020,2020,8,South
Mississippi,MS,390,117,161,2,857,399,1362,10,8/11/20,08-2020,2020,8,South
Mississippi,MS,364,98,161,2,838,390,1362,10,8/4/20,08-2020,2020,8,South
Mississippi,MS,459,146,161,2,1688,601,1362,10,9/29/20,09-2020,2020,9,South
Mississippi,MS,457,145,161,2,1619,568,1362,10,9/22/20,09-2020,2020,9,South
Mississippi,MS,452,141,161,2,1587,555,1362,10,9/15/20,09-2020,2020,9,South
Mississippi,MS,441,135,161,2,1559,548,1362,10,9/8/20,09-2020,2020,9,South
Mississippi,MS,437,134,161,2,1542,536,1362,10,9/1/20,09-2020,2020,9,South
Mississippi,MS,464,146,161,2,2081,804,1362,10,10/27/20,10-2020,2020,10,South
Mississippi,MS,464,146,161,2,2064,797,1362,10,10/20/20,10-2020,2020,10,South
Mississippi,MS,464,146,161,2,2054,796,1362,10,10/13/20,10-2020,2020,10,South
Mississippi,MS,459,146,161,2,1799,712,1362,10,10/6/20,10-2020,2020,10,South
Mississippi,MS,464,146,161,2,2282,902,1362,10,11/30/20,11-2020,2020,11,South
Mississippi,MS,464,146,161,2,2282,902,1362,10,11/25/20,11-2020,2020,11,South
Mississippi,MS,464,146,161,2,2263,889,1362,10,11/20/20,11-2020,2020,11,South
Mississippi,MS,464,146,161,2,2120,816,1362,10,11/10/20,11-2020,2020,11,South
Mississippi,MS,464,146,161,2,2096,809,1362,10,11/3/20,11-2020,2020,11,South
Mississippi,MS,573,220,161,2,3136,1321,1362,10,12/28/20,12-2020,2020,12,South
Mississippi,MS,573,220,161,2,3126,1314,1362,10,12/22/20,12-2020,2020,12,South
Mississippi,MS,573,220,161,2,3125,1288,1362,10,12/14/20,12-2020,2020,12,South
Mississippi,MS,464,146,161,2,3082,1288,1362,10,12/11/20,12-2020,2020,12,South
Missouri,MO,830,0,12,0,10,1,18,0,3/26/20,03-2020,2020,3,Midwest
Missouri,MO,830,13,12,0,185,30,18,1,4/29/20,04-2020,2020,4,Midwest
Missouri,MO,830,13,12,0,66,4,18,1,4/22/20,04-2020,2020,4,Midwest
Missouri,MO,830,4,12,0,49,1,18,1,4/15/20,04-2020,2020,4,Midwest
Missouri,MO,830,0,12,0,41,1,18,1,4/8/20,04-2020,2020,4,Midwest
Missouri,MO,830,0,12,0,27,1,18,0,4/1/20,04-2020,2020,4,Midwest
Missouri,MO,830,27,12,0,1606,45,18,1,5/27/20,05-2020,2020,5,Midwest
Missouri,MO,830,27,12,0,588,44,18,1,5/20/20,05-2020,2020,5,Midwest
Missouri,MO,830,26,12,0,513,44,18,1,5/13/20,05-2020,2020,5,Midwest
Missouri,MO,830,20,12,0,380,32,18,1,5/6/20,05-2020,2020,5,Midwest
Missouri,MO,11593,68,15,0,12320,159,29,1,6/30/20,06-2020,2020,6,Midwest
Missouri,MO,11593,55,15,0,9223,100,29,1,6/23/20,06-2020,2020,6,Midwest
Missouri,MO,11593,49,12,0,6134,58,28,1,6/16/20,06-2020,2020,6,Midwest
Missouri,MO,11593,35,12,0,3294,50,28,1,6/9/20,06-2020,2020,6,Midwest
Missouri,MO,830,32,12,0,2963,48,28,1,6/2/20,06-2020,2020,6,Midwest
Missouri,MO,11593,125,60,0,19483,520,179,1,7/28/20,07-2020,2020,7,Midwest
Missouri,MO,11593,113,47,0,17907,395,148,1,7/21/20,07-2020,2020,7,Midwest
Missouri,MO,11593,83,38,0,15527,245,101,1,7/14/20,07-2020,2020,7,Midwest
Missouri,MO,11593,70,24,0,14641,193,45,1,7/7/20,07-2020,2020,7,Midwest
Missouri,MO,11593,332,154,0,26463,918,622,1,8/25/20,08-2020,2020,8,Midwest
Missouri,MO,11593,264,107,0,26260,760,486,1,8/18/20,08-2020,2020,8,Midwest
Missouri,MO,11593,209,90,0,24178,685,394,1,8/11/20,08-2020,2020,8,Midwest
Missouri,MO,11593,165,70,0,22490,572,209,1,8/4/20,08-2020,2020,8,Midwest
Missouri,MO,11593,648,418,0,27562,2043,1305,1,9/29/20,09-2020,2020,9,Midwest
Missouri,MO,11593,539,354,0,27317,1794,995,1,9/22/20,09-2020,2020,9,Midwest
Missouri,MO,11593,472,295,0,27317,1525,828,1,9/15/20,09-2020,2020,9,Midwest
Missouri,MO,11593,426,263,0,26844,1039,699,1,9/8/20,09-2020,2020,9,Midwest
Missouri,MO,11593,370,216,0,26734,949,682,1,9/1/20,09-2020,2020,9,Midwest
Missouri,MO,11593,1194,816,2,49259,3272,2246,5,10/27/20,10-2020,2020,10,Midwest
Missouri,MO,11593,1086,679,1,48167,3044,2034,4,10/20/20,10-2020,2020,10,Midwest
Missouri,MO,11593,885,562,1,48167,2641,1549,2,10/13/20,10-2020,2020,10,Midwest
Missouri,MO,11593,759,510,0,27712,2385,1487,2,10/5/20,10-2020,2020,10,Midwest
Missouri,MO,12181,1909,1648,4,59757,4614,3825,27,11/24/20,11-2020,2020,11,Midwest
Missouri,MO,11593,1616,1648,2,51732,4226,3825,22,11/12/20,11-2020,2020,11,Midwest
