name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
North Carolina,NC,2831,220,169,1,5958,887,768,5,7/7/20,07-2020,2020,7,South
North Carolina,NC,11063,572,499,1,33022,1819,1525,10,8/25/20,08-2020,2020,8,South
North Carolina,NC,11063,528,437,1,32848,1650,1351,10,8/18/20,08-2020,2020,8,South
North Carolina,NC,11063,493,374,1,32509,1504,1272,10,8/11/20,08-2020,2020,8,South
North Carolina,NC,11063,409,319,1,32274,1456,1036,8,8/4/20,08-2020,2020,8,South
North Carolina,NC,11063,949,727,1,34204,2875,2352,14,9/29/20,09-2020,2020,9,South
North Carolina,NC,11063,880,681,1,33975,2579,2134,12,9/22/20,09-2020,2020,9,South
North Carolina,NC,11063,757,635,1,33803,2389,1825,11,9/15/20,09-2020,2020,9,South
North Carolina,NC,11063,738,616,1,33661,2205,1663,11,9/8/20,09-2020,2020,9,South
North Carolina,NC,11063,694,553,1,33426,1978,1635,10,9/1/20,09-2020,2020,9,South
North Carolina,NC,11063,1233,1012,2,53073,4110,3208,18,10/27/20,10-2020,2020,10,South
North Carolina,NC,11063,1157,958,1,50696,3798,2967,18,10/20/20,10-2020,2020,10,South
North Carolina,NC,11063,1096,862,1,48347,3394,2616,17,10/13/20,10-2020,2020,10,South
North Carolina,NC,11063,1014,733,1,46947,3271,2414,16,10/6/20,10-2020,2020,10,South
North Carolina,NC,11063,1560,1242,4,60639,5322,4238,24,11/24/20,11-2020,2020,11,South
North Carolina,NC,11063,1472,1168,4,57615,4909,3928,22,11/17/20,11-2020,2020,11,South
North Carolina,NC,11063,1377,1114,2,55756,4555,3811,22,11/12/20,11-2020,2020,11,South
North Carolina,NC,11063,1296,1059,2,54440,4330,3512,20,11/3/20,11-2020,2020,11,South
North Carolina,NC,32404,2439,1842,7,79556,7420,6202,32,12/29/20,12-2020,2020,12,South
North Carolina,NC,30055,2309,1731,6,77127,7035,5974,29,12/22/20,12-2020,2020,12,South
North Carolina,NC,18597,2003,1553,6,72700,6687,5532,29,12/16/20,12-2020,2020,12,South
North Carolina,NC,14297,1887,1441,5,65570,6059,5071,28,12/8/20,12-2020,2020,12,South
North Carolina,NC,11063,1647,1305,5,63444,5724,4556,24,12/2/20,12-2020,2020,12,South
North Dakota,ND,89,1,4,0,6,0,0,0,3/26/20,03-2020,2020,3,Midwest
North Dakota,ND,89,2,4,0,18,0,0,0,4/27/20,04-2020,2020,4,Midwest
North Dakota,ND,89,2,4,0,11,0,0,0,4/22/20,04-2020,2020,4,Midwest
North Dakota,ND,89,2,4,0,6,0,0,0,4/15/20,04-2020,2020,4,Midwest
North Dakota,ND,89,2,4,0,6,0,0,0,4/7/20,04-2020,2020,4,Midwest
North Dakota,ND,89,2,4,0,6,0,0,0,4/1/20,04-2020,2020,4,Midwest
North Dakota,ND,437,4,4,0,948,4,0,0,5/26/20,05-2020,2020,5,Midwest
North Dakota,ND,396,4,4,0,793,4,0,0,5/20/20,05-2020,2020,5,Midwest
North Dakota,ND,89,4,4,0,70,0,0,0,5/13/20,05-2020,2020,5,Midwest
North Dakota,ND,89,3,4,0,20,0,0,0,5/1/20,05-2020,2020,5,Midwest
North Dakota,ND,671,4,4,0,1755,7,5,0,6/30/20,06-2020,2020,6,Midwest
North Dakota,ND,668,4,4,0,1739,6,5,0,6/23/20,06-2020,2020,6,Midwest
North Dakota,ND,662,4,4,0,1641,5,5,0,6/16/20,06-2020,2020,6,Midwest
North Dakota,ND,662,4,4,0,1635,5,5,0,6/9/20,06-2020,2020,6,Midwest
North Dakota,ND,659,4,4,0,1603,5,4,0,6/2/20,06-2020,2020,6,Midwest
North Dakota,ND,1073,8,7,0,2486,8,7,0,7/28/20,07-2020,2020,7,Midwest
North Dakota,ND,1048,7,4,0,2459,7,7,0,7/21/20,07-2020,2020,7,Midwest
North Dakota,ND,1014,7,4,0,2439,7,7,0,7/14/20,07-2020,2020,7,Midwest
North Dakota,ND,725,4,4,0,2367,7,6,0,7/7/20,07-2020,2020,7,Midwest
North Dakota,ND,3928,16,15,0,5338,11,11,0,8/25/20,08-2020,2020,8,Midwest
North Dakota,ND,3525,14,12,0,4607,11,10,0,8/18/20,08-2020,2020,8,Midwest
North Dakota,ND,1181,13,8,0,2719,11,10,0,8/11/20,08-2020,2020,8,Midwest
North Dakota,ND,1106,9,7,0,2682,10,8,0,8/4/20,08-2020,2020,8,Midwest
North Dakota,ND,7039,47,36,0,8329,24,24,0,9/30/20,09-2020,2020,9,Midwest
North Dakota,ND,6494,39,27,0,7633,24,24,0,9/23/20,09-2020,2020,9,Midwest
North Dakota,ND,5868,28,25,0,7092,24,13,0,9/16/20,09-2020,2020,9,Midwest
North Dakota,ND,4954,27,21,0,6570,12,11,0,9/8/20,09-2020,2020,9,Midwest
North Dakota,ND,4337,24,16,0,5475,11,11,0,9/1/20,09-2020,2020,9,Midwest
North Dakota,ND,9408,114,82,0,11338,102,24,0,10/27/20,10-2020,2020,10,Midwest
North Dakota,ND,8839,94,61,0,10357,79,24,0,10/20/20,10-2020,2020,10,Midwest
North Dakota,ND,8244,75,54,0,9037,29,24,0,10/14/20,10-2020,2020,10,Midwest
North Dakota,ND,7647,53,37,0,8481,24,24,0,10/7/20,10-2020,2020,10,Midwest
North Dakota,ND,11656,212,161,0,15276,475,291,0,11/25/20,11-2020,2020,11,Midwest
North Dakota,ND,11121,181,137,0,14447,318,174,0,11/17/20,11-2020,2020,11,Midwest
North Dakota,ND,10551,157,126,0,13493,271,130,0,11/12/20,11-2020,2020,11,Midwest
North Dakota,ND,9998,135,82,0,12385,137,100,0,11/3/20,11-2020,2020,11,Midwest
North Dakota,ND,14131,240,228,0,19104,613,607,1,12/29/20,12-2020,2020,12,Midwest
North Dakota,ND,13634,236,223,0,18172,609,566,1,12/22/20,12-2020,2020,12,Midwest
North Dakota,ND,13151,231,217,0,17540,580,510,1,12/15/20,12-2020,2020,12,Midwest
North Dakota,ND,12686,223,202,0,16890,512,479,1,12/8/20,12-2020,2020,12,Midwest
North Dakota,ND,12197,217,200,0,16028,484,431,0,12/1/20,12-2020,2020,12,Midwest
Ohio,OH,,53,491,0,17,0,4137,0,3/26/20,03-2020,2020,3,Midwest
Ohio,OH,,419,491,2,5676,3890,4137,28,4/29/20,04-2020,2020,4,Midwest
Ohio,OH,,331,491,1,5196,3792,4137,13,4/22/20,04-2020,2020,4,Midwest
Ohio,OH,,159,491,1,1157,273,4137,3,4/15/20,04-2020,2020,4,Midwest
Ohio,OH,,53,491,1,84,19,4137,0,4/8/20,04-2020,2020,4,Midwest
Ohio,OH,,53,491,0,25,0,4137,0,4/1/20,04-2020,2020,4,Midwest
Ohio,OH,,660,491,4,9343,4694,4137,70,5/27/20,05-2020,2020,5,Midwest
Ohio,OH,,622,491,4,8267,4550,4137,61,5/20/20,05-2020,2020,5,Midwest
Ohio,OH,,556,491,2,7541,4449,4137,51,5/13/20,05-2020,2020,5,Midwest
Ohio,OH,,483,491,2,6922,4312,4137,40,5/6/20,05-2020,2020,5,Midwest
Ohio,OH,,799,685,5,14595,5002,4246,82,6/30/20,06-2020,2020,6,Midwest
Ohio,OH,,766,677,5,13539,4950,4246,80,6/23/20,06-2020,2020,6,Midwest
Ohio,OH,,745,610,5,12368,4908,4154,79,6/16/20,06-2020,2020,6,Midwest
Ohio,OH,,731,589,4,11537,4858,4133,75,6/10/20,06-2020,2020,6,Midwest
Ohio,OH,,675,523,4,10151,4769,4143,75,6/2/20,06-2020,2020,6,Midwest
Ohio,OH,,940,798,5,19101,5195,4300,84,7/28/20,07-2020,2020,7,Midwest
Ohio,OH,,905,780,5,17941,5132,4263,84,7/21/20,07-2020,2020,7,Midwest
Ohio,OH,,866,719,5,16762,5082,4215,82,7/14/20,07-2020,2020,7,Midwest
Ohio,OH,,838,699,5,15553,5055,4215,82,7/7/20,07-2020,2020,7,Midwest
Ohio,OH,,1052,934,5,24411,5783,4502,89,8/25/20,08-2020,2020,8,Midwest
Ohio,OH,,1035,913,5,23182,5669,4364,87,8/18/20,08-2020,2020,8,Midwest
Ohio,OH,,997,873,5,21942,5401,4339,86,8/11/20,08-2020,2020,8,Midwest
Ohio,OH,,970,824,5,20486,5283,4300,84,8/4/20,08-2020,2020,8,Midwest
Ohio,OH,,1194,1112,5,31294,6318,4988,100,9/29/20,09-2020,2020,9,Midwest
Ohio,OH,,1145,1082,5,29928,6194,4893,97,9/22/20,09-2020,2020,9,Midwest
Ohio,OH,,1119,1052,5,28613,6112,4873,94,9/15/20,09-2020,2020,9,Midwest
Ohio,OH,,1091,1030,5,26489,5977,4793,91,9/8/20,09-2020,2020,9,Midwest
Ohio,OH,,1075,1000,5,25554,5895,4722,90,9/1/20,09-2020,2020,9,Midwest
Ohio,OH,,1447,1304,5,37593,6834,5357,107,10/27/20,10-2020,2020,10,Midwest
Ohio,OH,,1376,1244,5,36219,6714,5286,104,10/20/20,10-2020,2020,10,Midwest
Ohio,OH,,1315,1169,5,34624,6584,5088,102,10/13/20,10-2020,2020,10,Midwest
Ohio,OH,,1251,1144,5,33239,6499,5003,100,10/6/20,10-2020,2020,10,Midwest
Ohio,OH,,2243,1762,5,43222,7563,5708,113,11/24/20,11-2020,2020,11,Midwest
Ohio,OH,,1983,1575,5,42077,7299,5663,111,11/17/20,11-2020,2020,11,Midwest
Ohio,OH,,1732,1478,5,40375,7121,5563,111,11/10/20,11-2020,2020,11,Midwest
Ohio,OH,,1569,1367,5,39003,6959,5408,109,11/3/20,11-2020,2020,11,Midwest
Ohio,OH,,3734,3094,8,50257,8750,6693,127,12/29/20,12-2020,2020,12,Midwest
Ohio,OH,,3509,2860,8,49100,8388,6520,120,12/22/20,12-2020,2020,12,Midwest
Ohio,OH,,3108,2587,7,47571,8289,6299,118,12/15/20,12-2020,2020,12,Midwest
Ohio,OH,,2851,2286,7,45726,8031,6083,116,12/8/20,12-2020,2020,12,Midwest
Ohio,OH,,2544,1963,7,44412,7795,5865,115,12/1/20,12-2020,2020,12,Midwest
Oklahoma,OK,1770,0,174,0,8,0,1,0,3/26/20,03-2020,2020,3,South
Oklahoma,OK,1770,9,174,0,702,2,1,0,4/28/20,04-2020,2020,4,South
Oklahoma,OK,1770,9,174,0,458,1,1,0,4/21/20,04-2020,2020,4,South
Oklahoma,OK,1770,8,174,0,309,1,1,0,4/15/20,04-2020,2020,4,South
Oklahoma,OK,1770,5,174,0,309,1,1,0,4/9/20,04-2020,2020,4,South
Oklahoma,OK,1770,0,174,0,8,0,1,0,4/1/20,04-2020,2020,4,South
Oklahoma,OK,1770,10,174,0,1535,2,1,0,5/27/20,05-2020,2020,5,South
Oklahoma,OK,1770,10,174,0,1334,2,1,0,5/19/20,05-2020,2020,5,South
Oklahoma,OK,1770,10,174,0,1204,2,1,0,5/13/20,05-2020,2020,5,South
Oklahoma,OK,1770,9,174,0,1034,2,1,0,5/6/20,05-2020,2020,5,South
Oklahoma,OK,1770,16,174,0,3002,7,2,0,6/30/20,06-2020,2020,6,South
Oklahoma,OK,1770,15,174,0,2560,4,1,0,6/22/20,06-2020,2020,6,South
Oklahoma,OK,1770,15,174,0,2255,2,1,0,6/15/20,06-2020,2020,6,South
Oklahoma,OK,1770,14,174,0,1893,2,1,0,6/8/20,06-2020,2020,6,South
Oklahoma,OK,1770,14,174,0,1700,2,1,0,6/2/20,06-2020,2020,6,South
Oklahoma,OK,1770,58,174,0,5994,117,12,0,7/28/20,07-2020,2020,7,South
Oklahoma,OK,1770,37,174,0,4928,14,9,0,7/21/20,07-2020,2020,7,South
Oklahoma,OK,1770,25,174,0,4101,11,8,0,7/14/20,07-2020,2020,7,South
Oklahoma,OK,1770,17,174,0,3564,9,5,0,7/7/20,07-2020,2020,7,South
Oklahoma,OK,1770,153,174,0,8923,679,210,0,8/25/20,08-2020,2020,8,South
Oklahoma,OK,1770,117,174,0,8080,516,146,0,8/18/20,08-2020,2020,8,South
Oklahoma,OK,1770,100,174,0,7116,213,38,0,8/11/20,08-2020,2020,8,South
Oklahoma,OK,1770,75,174,0,6535,150,22,0,8/4/20,08-2020,2020,8,South
Oklahoma,OK,1770,298,245,3,15620,3629,2839,10,9/29/20,09-2020,2020,9,South
Oklahoma,OK,1770,281,215,3,14010,3168,1762,9,9/22/20,09-2020,2020,9,South
Oklahoma,OK,1770,245,174,3,11925,2106,1324,4,9/15/20,09-2020,2020,9,South
Oklahoma,OK,1770,215,174,0,10855,1617,623,0,9/8/20,09-2020,2020,9,South
Oklahoma,OK,1770,174,174,0,10494,1403,471,0,9/1/20,09-2020,2020,9,South
Oklahoma,OK,2359,398,298,3,19145,4520,3654,24,10/27/20,10-2020,2020,10,South
Oklahoma,OK,1770,366,298,3,18332,4223,3654,21,10/20/20,10-2020,2020,10,South
Oklahoma,OK,1770,360,298,3,17202,3964,3654,20,10/13/20,10-2020,2020,10,South
Oklahoma,OK,1770,321,278,3,16365,3821,3450,15,10/6/20,10-2020,2020,10,South
Oklahoma,OK,4555,590,298,3,22461,5800,3654,33,11/24/20,11-2020,2020,11,South
Oklahoma,OK,3868,524,298,3,21565,5404,3654,31,11/17/20,11-2020,2020,11,South
Oklahoma,OK,3199,468,298,3,20390,4702,3654,31,11/10/20,11-2020,2020,11,South
Oklahoma,OK,2763,427,298,3,19623,4571,3654,26,11/3/20,11-2020,2020,11,South
Oklahoma,OK,7978,806,298,3,26229,6794,3654,43,12/29/20,12-2020,2020,12,South
Oklahoma,OK,7733,782,298,3,25973,6731,3654,40,12/22/20,12-2020,2020,12,South
Oklahoma,OK,7064,736,298,3,25299,6652,3654,37,12/15/20,12-2020,2020,12,South
Oklahoma,OK,5586,683,298,3,24151,6360,3654,35,12/8/20,12-2020,2020,12,South
Oklahoma,OK,5086,650,298,3,22853,5850,3654,33,12/1/20,12-2020,2020,12,South
Oregon,OR,,0,9,0,1,0,47,0,3/26/20,03-2020,2020,3,West
Oregon,OR,,15,9,0,117,21,47,0,4/29/20,04-2020,2020,4,West
Oregon,OR,,10,9,0,117,7,47,0,4/22/20,04-2020,2020,4,West
Oregon,OR,,10,9,0,117,5,47,0,4/15/20,04-2020,2020,4,West
Oregon,OR,,5,9,0,117,3,47,0,4/8/20,04-2020,2020,4,West
Oregon,OR,,1,9,0,14,0,47,0,4/1/20,04-2020,2020,4,West
Oregon,OR,,43,9,0,583,154,47,1,5/27/20,05-2020,2020,5,West
Oregon,OR,,38,9,0,504,143,47,1,5/21/20,05-2020,2020,5,West
Oregon,OR,,32,9,0,395,113,47,0,5/13/20,05-2020,2020,5,West
Oregon,OR,,21,9,0,243,44,47,0,5/6/20,05-2020,2020,5,West
Oregon,OR,,55,40,0,826,178,155,1,6/29/20,06-2020,2020,6,West
Oregon,OR,,51,36,0,773,175,139,1,6/23/20,06-2020,2020,6,West
Oregon,OR,,49,31,0,664,175,132,1,6/16/20,06-2020,2020,6,West
Oregon,OR,,47,29,0,624,167,123,1,6/8/20,06-2020,2020,6,West
Oregon,OR,,46,24,0,611,165,101,1,6/2/20,06-2020,2020,6,West
Oregon,OR,,109,51,0,2298,412,317,1,7/28/20,07-2020,2020,7,West
Oregon,OR,,97,49,0,1964,331,166,1,7/21/20,07-2020,2020,7,West
Oregon,OR,,85,46,0,1651,314,162,1,7/14/20,07-2020,2020,7,West
Oregon,OR,,66,42,0,1246,183,161,1,7/7/20,07-2020,2020,7,West
Oregon,OR,,185,139,0,3598,636,514,3,8/25/20,08-2020,2020,8,West
Oregon,OR,,157,128,0,3212,567,502,2,8/19/20,08-2020,2020,8,West
Oregon,OR,,143,87,0,3034,524,442,1,8/11/20,08-2020,2020,8,West
Oregon,OR,,127,59,0,2870,494,369,1,8/4/20,08-2020,2020,8,West
Oregon,OR,,259,234,0,6327,974,871,9,9/29/20,09-2020,2020,9,West
Oregon,OR,,247,221,0,4923,941,821,7,9/22/20,09-2020,2020,9,West
Oregon,OR,,230,196,0,4707,907,766,6,9/15/20,09-2020,2020,9,West
Oregon,OR,,223,183,0,4424,829,601,6,9/8/20,09-2020,2020,9,West
Oregon,OR,,201,162,0,4046,737,555,5,9/1/20,09-2020,2020,9,West
Oregon,OR,,298,280,0,8472,1244,1120,16,10/27/20,10-2020,2020,10,West
Oregon,OR,,291,264,0,8177,1214,1048,16,10/20/20,10-2020,2020,10,West
Oregon,OR,,282,251,0,7922,1184,993,14,10/14/20,10-2020,2020,10,West
Oregon,OR,,271,245,0,7922,1099,902,12,10/6/20,10-2020,2020,10,West
Oregon,OR,,368,317,0,10327,1383,1260,17,11/24/20,11-2020,2020,11,West
Oregon,OR,,347,303,0,9886,1365,1230,16,11/17/20,11-2020,2020,11,West
Oregon,OR,,327,295,0,9383,1315,1218,16,11/12/20,11-2020,2020,11,West
Oregon,OR,,310,287,0,8872,1274,1166,16,11/3/20,11-2020,2020,11,West
Oregon,OR,,581,443,0,16277,2196,1616,21,12/29/20,12-2020,2020,12,West
Oregon,OR,,514,417,0,14608,1940,1515,20,12/22/20,12-2020,2020,12,West
Oregon,OR,,460,399,0,12978,1673,1369,19,12/15/20,12-2020,2020,12,West
Oregon,OR,,435,373,0,11276,1507,1319,18,12/8/20,12-2020,2020,12,West
Oregon,OR,,396,322,0,10340,1396,1282,17,12/1/20,12-2020,2020,12,West
Pennsylvania,PA,51,8,108,0,29,0,167,0,3/26/20,03-2020,2020,3,Northeast
Pennsylvania,PA,336,90,108,0,143,45,167,3,4/29/20,04-2020,2020,4,Northeast
Pennsylvania,PA,210,54,108,0,95,28,167,1,4/22/20,04-2020,2020,4,Northeast
Pennsylvania,PA,129,24,108,0,70,17,167,1,4/15/20,04-2020,2020,4,Northeast
Pennsylvania,PA,89,16,108,0,42,7,167,0,4/8/20,04-2020,2020,4,Northeast
Pennsylvania,PA,51,8,108,0,29,2,167,0,4/1/20,04-2020,2020,4,Northeast
Pennsylvania,PA,650,174,108,1,2098,207,167,6,5/27/20,05-2020,2020,5,Northeast
Pennsylvania,PA,608,160,108,1,1328,197,167,5,5/20/20,05-2020,2020,5,Northeast
Pennsylvania,PA,541,148,108,0,668,181,167,3,5/13/20,05-2020,2020,5,Northeast
Pennsylvania,PA,411,127,108,0,325,141,167,3,5/6/20,05-2020,2020,5,Northeast
Pennsylvania,PA,912,191,146,1,5468,249,221,10,6/30/20,06-2020,2020,6,Northeast
Pennsylvania,PA,890,188,143,1,4827,241,217,10,6/23/20,06-2020,2020,6,Northeast
Pennsylvania,PA,872,187,138,1,3950,235,211,10,6/16/20,06-2020,2020,6,Northeast
Pennsylvania,PA,836,185,127,1,3533,228,196,9,6/9/20,06-2020,2020,6,Northeast
Pennsylvania,PA,785,178,115,1,2871,244,182,8,6/2/20,06-2020,2020,6,Northeast
Pennsylvania,PA,1129,216,183,1,7999,274,237,10,7/28/20,07-2020,2020,7,Northeast
Pennsylvania,PA,1073,210,168,1,7504,267,237,10,7/21/20,07-2020,2020,7,Northeast
Pennsylvania,PA,1002,200,163,1,6757,262,226,10,7/14/20,07-2020,2020,7,Northeast
Pennsylvania,PA,937,192,154,1,6291,255,223,10,7/7/20,07-2020,2020,7,Northeast
Pennsylvania,PA,1442,289,198,1,11189,311,239,11,8/25/20,08-2020,2020,8,Northeast
Pennsylvania,PA,1414,284,198,1,10494,310,239,11,8/18/20,08-2020,2020,8,Northeast
Pennsylvania,PA,1215,232,195,1,9189,277,239,10,8/11/20,08-2020,2020,8,Northeast
Pennsylvania,PA,1177,224,188,1,8501,275,238,10,8/4/20,08-2020,2020,8,Northeast
Pennsylvania,PA,1846,354,249,2,15316,427,285,11,9/29/20,09-2020,2020,9,Northeast
Pennsylvania,PA,1681,333,229,2,14491,398,257,11,9/22/20,09-2020,2020,9,Northeast
Pennsylvania,PA,1642,326,225,2,14232,391,242,11,9/16/20,09-2020,2020,9,Northeast
Pennsylvania,PA,1521,303,212,2,13280,353,239,11,9/8/20,09-2020,2020,9,Northeast
Pennsylvania,PA,1479,298,207,1,11836,326,239,11,9/1/20,09-2020,2020,9,Northeast
Pennsylvania,PA,2670,553,330,2,19978,723,408,14,10/27/20,10-2020,2020,10,Northeast
Pennsylvania,PA,2400,459,306,2,19814,649,391,13,10/20/20,10-2020,2020,10,Northeast
Pennsylvania,PA,2098,414,279,2,18390,495,372,11,10/13/20,10-2020,2020,10,Northeast
Pennsylvania,PA,1995,387,257,2,16954,469,285,11,10/6/20,10-2020,2020,10,Northeast
Pennsylvania,PA,3838,1172,552,3,35661,2119,803,27,11/24/20,11-2020,2020,11,Northeast
Pennsylvania,PA,3363,897,447,3,31520,1544,741,21,11/17/20,11-2020,2020,11,Northeast
Pennsylvania,PA,3082,718,392,3,28187,1093,605,17,11/10/20,11-2020,2020,11,Northeast
Pennsylvania,PA,2771,594,346,2,20318,841,434,16,11/3/20,11-2020,2020,11,Northeast
Pennsylvania,PA,5938,2627,2536,3,60349,6787,4578,63,12/29/20,12-2020,2020,12,Northeast
Pennsylvania,PA,5657,2428,2344,3,56616,6358,3821,58,12/24/20,12-2020,2020,12,Northeast
Pennsylvania,PA,5122,2009,1693,3,53397,6046,2550,48,12/15/20,12-2020,2020,12,Northeast
Pennsylvania,PA,4472,1827,772,3,37409,3228,820,40,12/8/20,12-2020,2020,12,Northeast
Pennsylvania,PA,4046,1324,673,3,36456,2557,816,35,12/1/20,12-2020,2020,12,Northeast
Rhode Island,RI,77,0,17,0,3,0,12,0,3/26/20,03-2020,2020,3,Northeast
Rhode Island,RI,77,10,17,0,108,3,12,0,4/30/20,04-2020,2020,4,Northeast
Rhode Island,RI,77,6,17,0,103,1,12,0,4/22/20,04-2020,2020,4,Northeast
Rhode Island,RI,77,5,17,0,16,0,12,0,4/15/20,04-2020,2020,4,Northeast
Rhode Island,RI,77,3,17,0,10,0,12,0,4/8/20,04-2020,2020,4,Northeast
Rhode Island,RI,77,2,17,0,5,0,12,0,4/1/20,04-2020,2020,4,Northeast
Rhode Island,RI,935,16,17,0,720,11,12,0,5/28/20,05-2020,2020,5,Northeast
Rhode Island,RI,651,12,17,0,350,7,12,0,5/20/20,05-2020,2020,5,Northeast
Rhode Island,RI,361,11,17,0,170,5,12,0,5/12/20,05-2020,2020,5,Northeast
Rhode Island,RI,200,11,17,0,110,5,12,0,5/6/20,05-2020,2020,5,Northeast
Rhode Island,RI,1194,21,17,0,1679,18,12,0,6/29/20,06-2020,2020,6,Northeast
Rhode Island,RI,1194,19,17,0,1679,18,12,0,6/23/20,06-2020,2020,6,Northeast
Rhode Island,RI,1194,17,17,0,1679,17,12,0,6/18/20,06-2020,2020,6,Northeast
Rhode Island,RI,1194,16,17,0,1679,16,12,0,6/10/20,06-2020,2020,6,Northeast
Rhode Island,RI,1031,16,17,0,1068,15,12,0,6/1/20,06-2020,2020,6,Northeast
Rhode Island,RI,1194,48,273,0,1679,22,20,0,7/28/20,07-2020,2020,7,Northeast
Rhode Island,RI,1194,29,273,0,1679,21,20,0,7/23/20,07-2020,2020,7,Northeast
Rhode Island,RI,1194,22,273,0,1679,21,20,0,7/14/20,07-2020,2020,7,Northeast
Rhode Island,RI,1194,21,18,0,1679,20,12,0,7/9/20,07-2020,2020,7,Northeast
Rhode Island,RI,1194,78,273,0,1679,33,860,0,8/25/20,08-2020,2020,8,Northeast
Rhode Island,RI,1194,76,273,0,1679,29,860,0,8/18/20,08-2020,2020,8,Northeast
Rhode Island,RI,1194,76,273,0,1679,26,860,0,8/11/20,08-2020,2020,8,Northeast
Rhode Island,RI,1194,75,273,0,1679,25,20,0,8/4/20,08-2020,2020,8,Northeast
Rhode Island,RI,1194,79,273,0,1679,36,860,0,9/29/20,09-2020,2020,9,Northeast
Rhode Island,RI,1194,78,273,0,1679,36,860,0,9/22/20,09-2020,2020,9,Northeast
Rhode Island,RI,1194,78,273,0,1679,35,860,0,9/15/20,09-2020,2020,9,Northeast
Rhode Island,RI,1194,78,273,0,1679,34,860,0,9/8/20,09-2020,2020,9,Northeast
Rhode Island,RI,1194,78,273,0,1679,33,860,0,9/1/20,09-2020,2020,9,Northeast
Rhode Island,RI,1194,104,273,0,1679,52,860,0,10/27/20,10-2020,2020,10,Northeast
Rhode Island,RI,1194,93,273,0,1679,43,860,0,10/20/20,10-2020,2020,10,Northeast
Rhode Island,RI,1194,86,273,0,1679,37,860,0,10/13/20,10-2020,2020,10,Northeast
Rhode Island,RI,1194,82,273,0,1679,36,860,0,10/6/20,10-2020,2020,10,Northeast
Rhode Island,RI,1194,145,273,0,1679,279,860,0,11/17/20,11-2020,2020,11,Northeast
Rhode Island,RI,1194,104,273,0,1679,60,860,0,11/5/20,11-2020,2020,11,Northeast
Rhode Island,RI,1194,311,284,1,1679,984,864,2,12/31/20,12-2020,2020,12,Northeast
Rhode Island,RI,1194,292,273,1,1679,934,860,2,12/27/20,12-2020,2020,12,Northeast
Rhode Island,RI,1194,272,273,1,1679,790,860,0,12/17/20,12-2020,2020,12,Northeast
Rhode Island,RI,1194,253,273,0,1679,790,860,0,12/10/20,12-2020,2020,12,Northeast
Rhode Island,RI,1194,232,273,0,1679,605,860,0,12/1/20,12-2020,2020,12,Northeast
South Carolina,SC,425,0,47,0,152,0,42,0,3/26/20,03-2020,2020,3,South
South Carolina,SC,425,45,47,1,152,15,42,0,4/28/20,04-2020,2020,4,South
South Carolina,SC,425,36,47,1,152,2,42,0,4/22/20,04-2020,2020,4,South
South Carolina,SC,425,29,47,1,152,0,42,0,4/15/20,04-2020,2020,4,South
South Carolina,SC,425,21,47,0,152,0,42,0,4/7/20,04-2020,2020,4,South
South Carolina,SC,425,10,47,0,152,0,42,0,4/1/20,04-2020,2020,4,South
South Carolina,SC,425,71,47,1,331,79,42,2,5/28/20,05-2020,2020,5,South
South Carolina,SC,425,70,47,1,169,65,42,2,5/20/20,05-2020,2020,5,South
South Carolina,SC,425,63,47,1,152,60,42,2,5/13/20,05-2020,2020,5,South
South Carolina,SC,425,56,47,1,152,42,42,2,5/6/20,05-2020,2020,5,South
South Carolina,SC,425,122,78,1,794,255,101,2,6/30/20,06-2020,2020,6,South
South Carolina,SC,425,97,67,1,585,133,81,2,6/23/20,06-2020,2020,6,South
South Carolina,SC,425,91,61,1,525,109,74,2,6/18/20,06-2020,2020,6,South
South Carolina,SC,425,83,56,1,402,102,68,2,6/9/20,06-2020,2020,6,South
South Carolina,SC,425,77,52,1,331,95,51,2,6/2/20,06-2020,2020,6,South
South Carolina,SC,425,263,158,1,2376,786,214,9,7/29/20,07-2020,2020,7,South
South Carolina,SC,425,231,112,1,1871,651,155,8,7/21/20,07-2020,2020,7,South
South Carolina,SC,425,189,95,1,1171,563,128,7,7/14/20,07-2020,2020,7,South
South Carolina,SC,425,153,82,1,1003,346,116,5,7/8/20,07-2020,2020,7,South
South Carolina,SC,425,402,304,1,4376,1462,607,13,8/25/20,08-2020,2020,8,South
South Carolina,SC,425,364,254,1,3885,1262,466,12,8/18/20,08-2020,2020,8,South
South Carolina,SC,425,324,218,1,3752,1127,378,12,8/12/20,08-2020,2020,8,South
South Carolina,SC,425,296,187,1,3244,975,236,10,8/4/20,08-2020,2020,8,South
South Carolina,SC,425,479,416,2,6692,2148,1483,31,9/29/20,09-2020,2020,9,South
South Carolina,SC,425,470,412,2,6615,2050,1383,27,9/22/20,09-2020,2020,9,South
South Carolina,SC,425,464,380,1,5936,1994,1226,24,9/15/20,09-2020,2020,9,South
South Carolina,SC,425,454,346,1,5557,1888,866,19,9/8/20,09-2020,2020,9,South
South Carolina,SC,425,428,326,1,4595,1666,709,16,9/1/20,09-2020,2020,9,South
South Carolina,SC,425,517,485,2,7985,2334,1950,31,10/27/20,10-2020,2020,10,South
South Carolina,SC,425,507,457,2,7889,2315,1891,31,10/20/20,10-2020,2020,10,South
